"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZNF197",1.10110110780186e-13,0.31562063858425,0.182,0.025,4.76798801700359e-09
"CLVS1",1.10540405412234e-13,0.537141661559683,0.195,0.034,4.78662063516057e-09
"ZNF540",1.10568075939675e-13,0.294008866840118,0.163,0.014,4.78781882433981e-09
"SFPQ",1.18014819353796e-13,-0.428182634079898,0.458,0.183,5.11027770765807e-09
"HPCAL1",1.18045065410113e-13,0.384630361229595,0.197,0.034,5.11158742238873e-09
"GABPB1-AS1",1.19141741701444e-13,-0.357084567795442,0.468,0.188,5.15907569915593e-09
"RTCA",1.19831331473754e-13,0.267196377260738,0.197,0.034,5.18893631547649e-09
"ADORA1",1.24220631586205e-13,0.259301474788363,0.237,0.056,5.37900178894583e-09
"CHSY1",1.34394261859734e-13,0.317518608960091,0.193,0.031,5.81954032705019e-09
"TMEM150C",1.35567495875524e-13,0.312526910877118,0.174,0.02,5.87034370640194e-09
"ZUP1",1.51315177034288e-13,0.390942642702328,0.141,0.003,6.55224979593874e-09
"ERCC8",1.51471732118048e-13,0.323942952046518,0.208,0.039,6.55902894417573e-09
"LINC02177",1.6193527596692e-13,0.435930236293091,0.141,0.003,7.01212131991957e-09
"FBXO3",1.66917058277233e-13,0.280280462320094,0.193,0.031,7.22784245752072e-09
"ELP3",1.67760006633899e-13,0.267908210976111,0.213,0.042,7.26434380726109e-09
"SSR1",1.69685459560838e-13,-0.345494319829079,0.262,0.067,7.34771976990343e-09
"AC138627.1",1.72517202491406e-13,0.484172077953288,0.146,0.006,7.47033990228286e-09
"PTPA",1.87240333735289e-13,0.272668397545572,0.157,0.011,8.10788093140547e-09
"TBC1D8",1.91063227428202e-13,0.412226189405218,0.172,0.02,8.27341987409599e-09
"ZNF595",2.09033685693269e-13,0.29439580840835,0.177,0.022,9.05157665788994e-09
"GALNT18",2.09458250393936e-13,0.494674890084943,0.165,0.017,9.06996115855822e-09
"EIF2AK2",2.32952926222914e-13,0.359471458128617,0.201,0.037,1.00873276113046e-08
"CCNQ",2.3434940949813e-13,0.292666835259289,0.15,0.008,1.0147798130088e-08
"APOD",2.36247443851714e-13,-1.67785380460563,0.621,0.548,1.02299868136669e-08
"RAPGEF1",2.37704618245969e-13,0.334732012443998,0.181,0.025,1.0293085379287e-08
"ZNHIT6",2.52622966554286e-13,0.262124207051577,0.205,0.039,1.09390796977337e-08
"UNC79",2.56939693778172e-13,0.404959815374359,0.266,0.079,1.11260026199824e-08
"IFNGR2",2.71594932081594e-13,0.36646585118877,0.169,0.02,1.17606037489972e-08
"HLA-C",2.74142387522404e-13,0.338747974862879,0.241,0.062,1.18709136644951e-08
"AC079447.1",2.76457980935862e-13,0.548127891169781,0.138,0.003,1.19711834904847e-08
"MSRA",2.84307573988877e-13,0.614731725134516,0.238,0.065,1.23110865688663e-08
"AC007364.1",2.86994280711776e-13,0.513248003298914,0.165,0.017,1.24274263433813e-08
"DPH6",2.97062216152107e-13,0.38522752704934,0.307,0.107,1.28633880838185e-08
"EFNB2",3.05549768724985e-13,0.414757851630334,0.178,0.025,1.32309160853293e-08
"DNAJC16",3.08902478696243e-13,0.336229645701839,0.171,0.02,1.33760951325047e-08
"STK40",3.15455193241818e-13,0.343505520127837,0.175,0.022,1.36598407777572e-08
"ZNF704",3.18892222935735e-13,-0.256928823483803,0.608,0.284,1.38086710375632e-08
"AC007221.2",3.56770622429385e-13,0.518693919319447,0.131,0,1.54488814924372e-08
"LPCAT3",3.61750435040928e-13,0.251781881286021,0.203,0.039,1.56645173381423e-08
"ALS2",3.72617581148788e-13,0.268107195792847,0.184,0.028,1.61350864989048e-08
"ZNF337",4.13346780167725e-13,0.339854371997152,0.158,0.014,1.78987422748228e-08
"COX19",4.20392753887675e-13,0.25954744110044,0.183,0.028,1.82038470288441e-08
"ZNF43",4.7092013383324e-13,0.324290756741429,0.166,0.02,2.0391783635247e-08
"FN3KRP",4.79369669154473e-13,0.310133348973072,0.153,0.011,2.0757665413727e-08
"NKAIN1",5.28728415940038e-13,0.30755469389724,0.172,0.022,2.28949978670355e-08
"RARS2",5.37098000725574e-13,0.25479278150365,0.254,0.07,2.32574176274188e-08
"WWC2",5.49968864888361e-13,0.266552296522556,0.229,0.056,2.38147517873958e-08
"ZBTB20-AS5",5.59238239708664e-13,0.415939485834937,0.135,0.003,2.42161342558646e-08
"PHF8",5.85714349669675e-13,0.303665253958375,0.196,0.037,2.53626027693963e-08
"IREB2",5.97624530989099e-13,0.267374073948068,0.217,0.048,2.587833744089e-08
"SLC38A1",6.30732809253436e-13,0.551003927086858,0.156,0.014,2.73119921062923e-08
"MYDGF",6.84673328808197e-13,0.327778495144057,0.14,0.006,2.96477244840525e-08
