"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ANLN",0,1.76382767880723,0.663,0.022,0
"ARHGAP11A",0,1.33010695125724,0.519,0.004,0
"ASF1B",0,0.996015319316979,0.462,0.005,0
"ASPM",0,1.82103236786417,0.481,0.002,0
"ATAD5",0,1.71333088142822,0.731,0.03,0
"AURKA",0,0.883639390735895,0.298,0.003,0
"AURKB",0,1.28557476323463,0.49,0.001,0
"BIRC5",0,1.05815801116513,0.433,0.001,0
"BLM",0,1.17720573969469,0.596,0.011,0
"BRCA2",0,1.85830550264284,0.779,0.014,0
"BRIP1",0,2.56881747462641,0.808,0.01,0
"BUB1",0,1.36086714993046,0.558,0.002,0
"BUB1B",0,1.93382789043687,0.683,0.001,0
"C21orf58",0,1.34187731428873,0.596,0.02,0
"CCDC150",0,0.742293327380058,0.404,0.008,0
"CCNF",0,1.42094978499505,0.538,0.016,0
"CDC25C",0,1.02050300822662,0.423,0.003,0
"CDC45",0,0.71421383845196,0.279,0.001,0
"CDCA2",0,1.22164759759395,0.471,0.002,0
"CDCA3",0,0.860621885011906,0.317,0.002,0
"CDCA4",0,0.613806855855272,0.365,0.007,0
"CDCA5",0,0.891959654306053,0.394,0.002,0
"CDCA8",0,0.993649431126095,0.423,0.003,0
"CDK1",0,0.844503198073042,0.385,0.001,0
"CDKN3",0,0.802266115362925,0.288,0.003,0
"CDT1",0,0.441434789824739,0.26,0.002,0
"CENPE",0,1.52811433010686,0.5,0.008,0
"CENPF",0,2.31201353395426,0.663,0.007,0
"CENPI",0,1.56054726520702,0.692,0.01,0
"CENPK",0,1.96777890396071,0.779,0.007,0
"CENPM",0,0.504744839317934,0.25,0.002,0
"CENPU",0,1.11524210371351,0.462,0.003,0
"CHEK1",0,0.7811635418146,0.365,0.006,0
"CKAP2L",0,1.04958079356746,0.462,0.001,0
"CLSPN",0,1.7749624845991,0.683,0.006,0
"DEPDC1B",0,1.44301186277157,0.49,0.002,0
"DLGAP5",0,1.11142790204077,0.327,0.001,0
"DTL",0,1.59720042470185,0.538,0.003,0
"E2F7",0,0.851387311368617,0.394,0.006,0
"ESCO2",0,1.13201098924235,0.481,0.002,0
"EXO1",0,0.616591480455211,0.279,0.001,0
"EZH2",0,3.15663296340143,0.856,0.031,0
"FANCA",0,1.64106228667544,0.635,0.012,0
"FANCD2",0,1.15816589347547,0.548,0.014,0
"FANCI",0,1.90254622593265,0.75,0.016,0
"FOXM1",0,1.03335003294191,0.423,0.003,0
"GINS1",0,1.13856184112409,0.567,0.008,0
"GTSE1",0,1.6271768820971,0.567,0.002,0
"HELLS",0,1.72493864548115,0.654,0.025,0
"HMMR",0,1.27262773444204,0.423,0.003,0
"IQGAP3",0,1.32838875226365,0.538,0.001,0
"KIF11",0,1.9220468677236,0.712,0.004,0
"KIF14",0,1.3445722812195,0.462,0.004,0
"KIF15",0,1.6180626615832,0.596,0.01,0
"KIF18A",0,0.795932401746127,0.26,0.003,0
"KIF18B",0,1.76875118362315,0.587,0.001,0
"KIF20B",0,1.61721361383248,0.683,0.028,0
"KIF23",0,1.11831106095593,0.442,0.002,0
"KIF2C",0,1.03382722355755,0.452,0.004,0
"KIF4A",0,1.35933425835011,0.567,0.007,0
"KIFC1",0,1.24650865620935,0.538,0.002,0
"KNTC1",0,1.43816335464325,0.683,0.027,0
"LMNB1",0,2.0218241840409,0.788,0.026,0
"MASTL",0,0.950370700818211,0.558,0.018,0
"MCM10",0,0.708727165639509,0.308,0.002,0
"MCM8",0,1.25355865444963,0.587,0.016,0
"MELK",0,2.2358166407678,0.75,0.004,0
"MKI67",0,2.33289693025432,0.702,0.001,0
"MND1",0,1.34254101882156,0.567,0.005,0
"MYBL2",0,0.574073901563547,0.25,0.002,0
"NCAPG",0,1.62719381156929,0.567,0.001,0
"NCAPG2",0,2.39485895661925,0.808,0.022,0
"NCAPH",0,1.28067533077306,0.615,0.002,0
"NDC80",0,1.15726899966935,0.51,0.002,0
"NEIL3",0,0.979253349742004,0.433,0.001,0
"NUF2",0,1.54477279783316,0.548,0.015,0
"NUSAP1",0,1.82015647677064,0.635,0.006,0
"ORC6",0,0.756963070357104,0.404,0.007,0
"PARPBP",0,1.33297446652487,0.596,0.008,0
"PKMYT1",0,0.581344849858465,0.337,0.001,0
"PLK4",0,0.815211977200682,0.308,0.003,0
"POC1A",0,0.743660116185533,0.404,0.009,0
"POLQ",0,2.25117525631738,0.808,0.004,0
"PRC1",0,0.735641536691355,0.375,0.003,0
"RAD51AP1",0,1.09960633688265,0.51,0.006,0
"RAD54L",0,1.13926122016555,0.442,0.004,0
"RFC3",0,1.91077022382098,0.75,0.034,0
"SHCBP1",0,1.18195040422183,0.548,0.006,0
"SKA3",0,0.74077742176456,0.337,0.001,0
"SMC4",0,2.52824648728887,0.837,0.037,0
"SPC24",0,0.491167603999148,0.298,0.002,0
"SPC25",0,1.43249870375994,0.558,0.001,0
"STIL",0,1.7211766138565,0.663,0.011,0
"TACC3",0,1.82571891258223,0.712,0.014,0
"TCF19",0,0.994679203408613,0.423,0.005,0
"TICRR",0,1.16088502604878,0.442,0.002,0
"TIMELESS",0,0.937754131636286,0.375,0.008,0
"TK1",0,0.59992657085715,0.337,0.003,0
"TONSL",0,0.657719509322747,0.327,0.006,0
"TOP2A",0,2.65668820886647,0.769,0.002,0
"TPX2",0,1.68477868043146,0.567,0.003,0
"TTK",0,0.750498154673747,0.356,0.001,0
"TYMS",0,0.949363321592819,0.49,0.003,0
"UBE2C",0,1.09029471942468,0.413,0,0
