"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AHCYL2",6.55015088909561e-62,0.27526519720324,0.527,0.337,2.83634633799618e-57
"EXOC6B",2.20138893083612e-61,0.263324912422934,0.544,0.361,9.53245434830656e-57
"UBC",2.82893455641942e-61,0.351270688026832,0.592,0.415,1.22498524162074e-56
"TBC1D32",4.09984898225368e-61,0.28898723603775,0.303,0.171,1.77531660629549e-56
"CACNA2D1",5.33262915041882e-61,0.296997598945355,0.269,0.145,2.30913507471436e-56
"IMMP2L",1.35204117889677e-60,0.25706961252313,0.605,0.417,5.85460871285881e-56
"BCAN",1.74202344710468e-60,0.251956510831902,0.254,0.133,7.5433099306527e-56
"TSPAN5",5.64444043297606e-60,0.257278757408964,0.349,0.206,2.44415559628729e-55
"PHACTR1",2.73265589825209e-59,0.292744516111315,0.444,0.282,1.18329465706112e-54
"SCRN1",4.61812191123411e-58,0.25475249123881,0.269,0.149,1.99973915000259e-53
"LINC01004",1.41141389302986e-57,0.270165868904724,0.276,0.154,6.1117044395979e-53
"NMD3",1.77289329196963e-57,0.360642760697685,0.259,0.143,7.67698253288691e-53
"VWA8",1.8398502542332e-57,0.284396787864975,0.353,0.214,7.96691957088061e-53
"MT2A",1.96311915830973e-57,0.395683456709998,0.519,0.343,8.50069857931281e-53
"HSPA1B",2.1874127451268e-57,0.285557913212015,0.399,0.244,9.47193466894808e-53
"SSFA2",8.62407148246954e-57,0.263837780305116,0.28,0.158,3.73439543333896e-52
"SPIN1",9.56965576361014e-56,0.263079763474995,0.432,0.278,4.14385233875846e-51
"CACNA2D3",1.04295139499418e-54,0.596190303255018,0.265,0.15,4.51618813060378e-50
"CD99",1.85030263820712e-54,0.326686789696346,0.323,0.194,8.01218048396445e-50
"FAM214A",2.50224273539693e-54,0.278412241429167,0.305,0.179,1.08352114928158e-49
"SIK2",2.94267522402174e-54,0.306674135944965,0.39,0.248,1.2742372255059e-49
"MAT2A",3.65721566590606e-54,0.292962838557654,0.366,0.229,1.58364752765064e-49
"ID2",1.34290815033346e-51,0.537336782655898,0.292,0.174,5.81506087257396e-47
"HLCS",1.5758458097746e-51,0.286511463757322,0.26,0.148,6.82372752548596e-47
"MBD5",1.7835355772146e-51,0.256873804598629,0.634,0.449,7.72306575645464e-47
"AC116366.3",2.69745108969261e-51,0.264342988653476,0.285,0.167,1.16805027085869e-46
"CCDC6",6.67555002638812e-51,0.264100493440528,0.298,0.176,2.89064667242659e-46
"ZMIZ1",1.75198431980723e-50,0.253027992505546,0.39,0.251,7.58644250162925e-46
"ENTPD1-AS1",7.88348298278106e-50,0.310408139281986,0.421,0.277,3.41370580120385e-45
"CD81",9.72360862277494e-42,0.270172984985721,0.502,0.359,4.21051700583401e-37
"ANGPTL4",4.25318113442613e-37,0.268188718654282,0.252,0.155,1.8417124948292e-32
"DDIT4",9.71027805322644e-32,0.394708159825626,0.286,0.191,4.20474460260811e-27
