"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"EEFSEC",1.09562572801878e-23,0.328068629553577,0.185,0.103,4.74427852746694e-19,"4"
"AC018816.1",1.12842449955222e-23,0.280477353177949,0.107,0.048,4.88630376796102e-19,"4"
"PLEKHM2",1.3110647577118e-23,0.337176662670957,0.236,0.143,5.67717261384362e-19,"4"
"LINC00907",1.51972671519323e-23,-0.831204692882014,0.022,0.102,6.58072062212972e-19,"4"
"CSDE1",1.5243943803438e-23,0.788247676629217,0.266,0.172,6.60093254576471e-19,"4"
"MT-ND3",1.59457828121695e-23,0.687155366965845,0.641,0.543,6.90484287332562e-19,"4"
"PRMT2",1.66386175376582e-23,0.32371884033651,0.427,0.311,7.20485416615676e-19,"4"
"PTPN4",1.67823110492005e-23,-0.494995296775933,0.094,0.202,7.26707633052478e-19,"4"
"C6orf62",1.70728590068556e-23,0.350288444520417,0.352,0.237,7.39288940714862e-19,"4"
"UHMK1",2.0432327232977e-23,0.350458879574522,0.175,0.096,8.84760633842372e-19,"4"
"NHS",2.14130756692296e-23,-0.599491922502099,0.025,0.106,9.2722900262898e-19,"4"
"BCAT2",2.1861999838805e-23,-0.568260728930797,0.04,0.128,9.46668317019936e-19,"4"
"BAZ2B",2.57969785299799e-23,-0.640103782414003,0.483,0.578,1.11706076430519e-18,"4"
"SPPL2B",2.6477138128831e-23,-0.539617822104864,0.036,0.124,1.14651303525464e-18,"4"
"UBALD2",2.87404841664315e-23,0.260695042009707,0.112,0.051,1.24452044537482e-18,"4"
"DNAJC6",2.91123019128143e-23,-0.388715269540352,0.021,0.101,1.26062089742868e-18,"4"
"STX18-AS1",3.09279774414357e-23,-0.451183607659488,0.033,0.118,1.33924327916905e-18,"4"
"QKI",3.20154239812912e-23,-0.428482431934624,0.723,0.756,1.38633188923787e-18,"4"
"VPS26A",3.22648557767286e-23,0.490849081770608,0.17,0.092,1.3971327848439e-18,"4"
"GAS6",3.25263711880925e-23,0.322537628449574,0.217,0.128,1.40845692518678e-18,"4"
"RPS6KA2",4.0619961260836e-23,-0.732277144668019,0.405,0.487,1.75892556251672e-18,"4"
"LARP4B",4.06467281434444e-23,0.313478663389112,0.359,0.249,1.76008462206743e-18,"4"
"ANKRD26",4.20014086347031e-23,-0.69947525148854,0.15,0.266,1.81874499669991e-18,"4"
"CLIP4",4.32002165045551e-23,-0.401889688829648,0.093,0.204,1.87065577508025e-18,"4"
"FNDC3A",4.33045491228243e-23,0.405450477260191,0.401,0.289,1.87517358611654e-18,"4"
"CREBRF",4.36577683507991e-23,0.305182436731789,0.278,0.177,1.8904686851263e-18,"4"
"RAB2A",4.69562608158523e-23,0.388990209550231,0.397,0.284,2.03330000584804e-18,"4"
"UTP18",4.85561111453267e-23,0.276174803253929,0.134,0.067,2.10257672481494e-18,"4"
"LRRC6",4.98601730876279e-23,-0.474281828489161,0.024,0.103,2.15904521504047e-18,"4"
"GALNT8",5.42601729714114e-23,-0.45150955072566,0.026,0.108,2.34957401000806e-18,"4"
"PTPN14",5.44891985601165e-23,-0.446836667794191,0.033,0.119,2.35949127605016e-18,"4"
"KIF27",5.89862921544761e-23,-0.514045059954892,0.046,0.137,2.55422442287312e-18,"4"
"IKBKB",5.94426053919295e-23,0.357680203146822,0.251,0.156,2.57398369868133e-18,"4"
"MGAT5",6.33156062116198e-23,0.285202551330399,0.465,0.343,2.74169238017556e-18,"4"
"RAB10",6.34239823959091e-23,0.338969487772299,0.422,0.307,2.74638528570766e-18,"4"
"TMC6",6.92804009510334e-23,0.326877402542648,0.144,0.073,2.99997992198165e-18,"4"
"KDM6A",7.12961156094743e-23,0.453599062193839,0.408,0.302,3.08726439812145e-18,"4"
"ATP6AP2",7.26672907249264e-23,0.774488656176445,0.196,0.114,3.14663902297076e-18,"4"
"FIG4",7.52510188806189e-23,0.321858744350202,0.181,0.101,3.25851961956856e-18,"4"
"OSBPL8",7.72825340070839e-23,0.414799709052185,0.336,0.229,3.34648828757475e-18,"4"
"TRIP12",7.87259682087912e-23,0.422964004318731,0.402,0.296,3.40899187537708e-18,"4"
