"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"HLA-B",0,1.65119785711093,0.385,0.085,0,"6"
"DLEU7-AS1",0,1.65086349533457,0.3,0.008,0,"6"
"IL17RA",0,1.63966665768378,0.378,0.052,0,"6"
"ATG7",0,1.63585451931095,0.547,0.297,0,"6"
"ANKS1A",0,1.63250855511114,0.512,0.209,0,"6"
"OLR1",0,1.6318929323134,0.253,0.008,0,"6"
"ITGB2",0,1.62852613216717,0.299,0.006,0,"6"
"FCGR3A",0,1.6195606885906,0.28,0.004,0,"6"
"KCTD12",0,1.61843163879842,0.319,0.025,0,"6"
"HDAC9",0,1.61780325252076,0.505,0.251,0,"6"
"RGS10",0,1.61717063940472,0.311,0.006,0,"6"
"RNF149",0,1.61603583599617,0.484,0.201,0,"6"
"IL13RA1",0,1.61257056270374,0.335,0.017,0,"6"
"RYR1",0,1.60712954929823,0.363,0.036,0,"6"
"ITGAX",0,1.60561644991876,0.304,0.006,0,"6"
"ZNF710",0,1.60424129505657,0.402,0.092,0,"6"
"ARHGAP6",0,1.60059565918927,0.361,0.047,0,"6"
"PRKAG2",0,1.5991239958082,0.441,0.107,0,"6"
"SLC4A7",0,1.59672240318801,0.418,0.093,0,"6"
"SSH2",0,1.59191573151719,0.721,0.495,0,"6"
"FAM129A",0,1.58959743866724,0.255,0.01,0,"6"
"HIF1A",0,1.58946694626943,0.445,0.15,0,"6"
"ST8SIA4",0,1.58416081269083,0.318,0.02,0,"6"
"RASGEF1C",0,1.57697133788904,0.289,0.08,0,"6"
"RREB1",0,1.57355338838636,0.361,0.033,0,"6"
"TRPM2",0,1.56031032586267,0.362,0.033,0,"6"
"KCNIP1",0,1.55602829567972,0.272,0.058,0,"6"
"MAN1A1",0,1.55602658967981,0.346,0.061,0,"6"
"ARHGAP22",0,1.5559834078624,0.557,0.277,0,"6"
"NPL",0,1.54714932792892,0.383,0.076,0,"6"
"DUSP1",0,1.54482212101539,0.274,0.044,0,"6"
"CCND3",0,1.53916382975336,0.361,0.08,0,"6"
"CTSS",0,1.5357209694374,0.296,0.01,0,"6"
"MKNK1",0,1.53370261493542,0.374,0.079,0,"6"
"GPRIN3",0,1.53287333488279,0.323,0.032,0,"6"
"CTSZ",0,1.53259934694811,0.301,0.022,0,"6"
"EML4",0,1.51899094748689,0.393,0.097,0,"6"
"IFNGR1",0,1.50869261805466,0.43,0.144,0,"6"
"RASSF8",0,1.50003089327732,0.376,0.149,0,"6"
"RPS19",0,1.49631441698502,0.505,0.253,0,"6"
"ADAP2",0,1.4899650498049,0.307,0.027,0,"6"
"SLC25A37",0,1.48454893847046,0.454,0.16,0,"6"
"PLSCR1",0,1.48364997888142,0.332,0.043,0,"6"
"ARRB2",0,1.48228624362385,0.335,0.051,0,"6"
"SIPA1L2",0,1.48126797326585,0.389,0.096,0,"6"
"HLA-E",0,1.47600819406124,0.367,0.058,0,"6"
"PSMA1",0,1.4741456925419,0.319,0.049,0,"6"
"REL",0,1.46857672225008,0.374,0.06,0,"6"
"ADCY7",0,1.46561167262224,0.311,0.017,0,"6"
"MIR646HG",0,1.46363862104815,0.28,0.06,0,"6"
"PTPN2",0,1.460904096689,0.396,0.132,0,"6"
"LCP2",0,1.45970777883479,0.28,0.009,0,"6"
"EPSTI1",0,1.44929381227723,0.263,0.018,0,"6"
"FMNL3",0,1.44812879555371,0.385,0.094,0,"6"
"USP53",0,1.4457107696932,0.331,0.073,0,"6"
"CEBPB",0,1.44448919890639,0.261,0.037,0,"6"
"SLC9A9",0,1.44365548464125,0.626,0.394,0,"6"
"USP15",0,1.43956332623239,0.529,0.249,0,"6"
"MSN",0,1.43596423966093,0.352,0.062,0,"6"
"B3GNT5",0,1.43566037597091,0.312,0.022,0,"6"
"PPARD",0,1.43454196840316,0.404,0.137,0,"6"
"TAB2",0,1.43448193392259,0.483,0.209,0,"6"
"CPM",0,1.42383032073453,0.399,0.252,0,"6"
"ZC3HAV1",0,1.42380681312363,0.318,0.048,0,"6"
"RUBCNL",0,1.4214699909659,0.302,0.014,0,"6"
"PARVG",0,1.42112581498966,0.282,0.005,0,"6"
"CD84",0,1.41692433190551,0.262,0.002,0,"6"
"SDK1",0,1.4142578835163,0.364,0.101,0,"6"
"KCNK13",0,1.41269887994529,0.255,0.007,0,"6"
"PTPRE",0,1.40004102508916,0.504,0.266,0,"6"
"TYMP",0,1.39756341133203,0.255,0.009,0,"6"
"NUMB",0,1.39162437293737,0.5,0.215,0,"6"
"SH3TC1",0,1.38414436393277,0.286,0.007,0,"6"
"ASAH1",0,1.3799129776051,0.392,0.145,0,"6"
"IFNGR2",0,1.3769609202682,0.369,0.095,0,"6"
"LIMS1",0,1.37509332477715,0.443,0.185,0,"6"
"CMIP",0,1.37339532733079,0.524,0.237,0,"6"
"MANBA",0,1.37291596962706,0.412,0.139,0,"6"
"RB1",0,1.37256285411786,0.508,0.247,0,"6"
"B2M",0,1.3681957838187,0.582,0.313,0,"6"
"FAR2",0,1.36564902252304,0.278,0.068,0,"6"
"LINC01094",0,1.36091523560442,0.286,0.024,0,"6"
"HAVCR2",0,1.36000818381533,0.311,0.065,0,"6"
"CHST15",0,1.3592115849758,0.328,0.056,0,"6"
"SOCS6",0,1.3578171585275,0.31,0.079,0,"6"
"LRMP",0,1.35524449662701,0.284,0.016,0,"6"
"PRKCH",0,1.34440818278092,0.299,0.031,0,"6"
"MAP3K5",0,1.34398195932749,0.477,0.138,0,"6"
"TSPAN14",0,1.34057033735559,0.354,0.07,0,"6"
"VAV1",0,1.33323422029554,0.277,0.005,0,"6"
"FNDC3B",0,1.33202019315244,0.423,0.151,0,"6"
"JAZF1",0,1.33129230932127,0.498,0.296,0,"6"
"NCOA3",0,1.33008362079847,0.404,0.136,0,"6"
"XAF1",0,1.32912455308922,0.257,0.024,0,"6"
"KLHL6",0,1.32881608632862,0.254,0.009,0,"6"
"ARL15",0,1.32410203039819,0.476,0.19,0,"6"
"SDCBP",0,1.32380777392693,0.308,0.08,0,"6"
"FCHSD2",0,1.31705623496391,0.609,0.329,0,"6"
"AP1B1",0,1.315288060339,0.349,0.08,0,"6"
"RNF213",0,1.31453732203831,0.431,0.184,0,"6"
"ITGAM",0,1.30953221263251,0.251,0.004,0,"6"
"USP6NL",0,1.30500009391118,0.337,0.076,0,"6"
"MED13L",0,1.30252742771201,0.682,0.478,0,"6"
"IL4R",0,1.30210619717632,0.282,0.015,0,"6"
"PTPRJ",0,1.30001189914738,0.562,0.339,0,"6"
"ARHGAP12",0,1.29847757920777,0.396,0.134,0,"6"
"KCNQ1",0,1.29681589753995,0.319,0.079,0,"6"
"UTRN",0,1.29569184879312,0.392,0.096,0,"6"
"JAK2",0,1.29373607203977,0.385,0.13,0,"6"
"TPK1",0,1.29373199514141,0.314,0.083,0,"6"
"OSBPL3",0,1.29332888537455,0.343,0.079,0,"6"
"GRK3",0,1.2930058391813,0.401,0.126,0,"6"
"AFF1",0,1.29184251971166,0.505,0.238,0,"6"
"GK",0,1.29170091231596,0.256,0.072,0,"6"
"TMIGD3",0,1.29033609092318,0.254,0.018,0,"6"
"PACS1",0,1.28756119774465,0.445,0.176,0,"6"
"LPP",0,1.28667424399088,0.602,0.329,0,"6"
"TBC1D2B",0,1.2851369044749,0.331,0.065,0,"6"
"ETS2",0,1.28303819108377,0.305,0.048,0,"6"
"STX7",0,1.28205602441676,0.475,0.214,0,"6"
"TBC1D1",0,1.28201566280149,0.353,0.089,0,"6"
"PLCL2",0,1.28200261186982,0.335,0.08,0,"6"
"TLR1",0,1.28079941799277,0.271,0.009,0,"6"
"RPS6KA3",0,1.28022273334117,0.417,0.134,0,"6"
"PLA2G4A",0,1.27694368096183,0.261,0.013,0,"6"
"MYOF",0,1.27626708739727,0.289,0.021,0,"6"
"PACSIN2",0,1.27499741275323,0.35,0.084,0,"6"
"IL10RA",0,1.27113129920355,0.255,0.006,0,"6"
"PCNX2",0,1.26646958205471,0.391,0.158,0,"6"
"CMTM7",0,1.26036406374283,0.269,0.011,0,"6"
"HLA-C",0,1.26006902718272,0.314,0.117,0,"6"
"ANOS1",0,1.25458925909663,0.301,0.043,0,"6"
"NAIP",0,1.23578248704814,0.518,0.299,0,"6"
"MBNL1",0,1.23572168831302,0.685,0.484,0,"6"
"MGAT1",0,1.23380695214325,0.274,0.06,0,"6"
"LRRK2",0,1.22613674414012,0.296,0.072,0,"6"
"IGSF21",0,1.22294627128249,0.275,0.067,0,"6"
"SERPINB9",0,1.22053356429719,0.272,0.049,0,"6"
"SH3KBP1",0,1.20793722686852,0.513,0.274,0,"6"
"ABHD3",0,1.20766741508859,0.357,0.131,0,"6"
"SLC2A9",0,1.20423629984126,0.253,0.03,0,"6"
"VSIR",0,1.19580448078607,0.257,0.042,0,"6"
"SPRED1",0,1.19079890631812,0.449,0.239,0,"6"
"CHSY1",0,1.18509469877061,0.341,0.107,0,"6"
"LRRFIP1",0,1.18495936390998,0.392,0.133,0,"6"
"PARP8",0,1.18038780711422,0.354,0.094,0,"6"
"AXL",0,1.17608915013585,0.251,0.025,0,"6"
"CAB39",0,1.17336162910946,0.427,0.191,0,"6"
"H2AFY",0,1.17331169994866,0.403,0.176,0,"6"
"SWAP70",0,1.17314805893564,0.325,0.091,0,"6"
"OXR1",0,1.16995840205187,0.477,0.238,0,"6"
"ZNF124",0,1.16958824258662,0.253,0.046,0,"6"
"SOAT1",0,1.16912881268829,0.295,0.057,0,"6"
"CAMK1D",0,1.16394361790996,0.439,0.169,0,"6"
"TM6SF1",0,1.16274813536452,0.259,0.016,0,"6"
"SAMHD1",0,1.15476314250815,0.31,0.082,0,"6"
"STK10",0,1.15455400141805,0.265,0.045,0,"6"
"CAPZB",0,1.15038884631195,0.503,0.292,0,"6"
"VOPP1",0,1.14348786214822,0.347,0.113,0,"6"
"GNAQ",0,1.13965649565178,0.704,0.566,0,"6"
"GALNT2",0,1.13588398085529,0.424,0.203,0,"6"
"RBMS1",0,1.13237260798454,0.311,0.092,0,"6"
"ARHGAP31",0,1.12924900518041,0.29,0.061,0,"6"
"ATM",0,1.12534064767156,0.561,0.36,0,"6"
"UGCG",0,1.12529087883938,0.316,0.095,0,"6"
"TRIM22",0,1.12175532059309,0.25,0.02,0,"6"
"TNRC18",0,1.12138404138813,0.365,0.137,0,"6"
"ATF6",0,1.11957436105745,0.442,0.222,0,"6"
"ST3GAL6",0,1.11427142840751,0.324,0.102,0,"6"
"NEAT1",0,1.11302763574113,0.939,0.7,0,"6"
"RASAL2",0,1.11257273645401,0.456,0.228,0,"6"
"TBC1D4",0,1.11135343164581,0.281,0.054,0,"6"
"FAM13A",0,1.1091049825708,0.371,0.14,0,"6"
"MARCH3",0,1.1088812105131,0.284,0.078,0,"6"
"PTBP3",0,1.10851198697933,0.342,0.106,0,"6"
"SSH1",0,1.10585994090517,0.322,0.096,0,"6"
"LPIN2",0,1.10235137123856,0.344,0.116,0,"6"
"RAD51B",0,1.09613189406402,0.473,0.274,0,"6"
"HERPUD1",0,1.09369283884069,0.303,0.129,0,"6"
"ADGRG1",0,1.09184807133358,0.286,0.074,0,"6"
"PLEKHA2",0,1.08714009513396,0.297,0.063,0,"6"
"SYT17",0,1.08685351851666,0.312,0.083,0,"6"
"RAP1A",0,1.0840897077247,0.514,0.308,0,"6"
"ARPC2",0,1.08055517155153,0.322,0.131,0,"6"
"CARD8",0,1.07757341627156,0.272,0.052,0,"6"
"MFSD1",0,1.07525146659218,0.274,0.08,0,"6"
"HIVEP3",0,1.07476447848859,0.383,0.213,0,"6"
"PRKD3",0,1.07248058688233,0.282,0.075,0,"6"
"EPB41",0,1.06475615000351,0.273,0.06,0,"6"
"GALNT10",0,1.06450836505292,0.315,0.118,0,"6"
"PHACTR2",0,1.06423910073125,0.261,0.085,0,"6"
"GPCPD1",0,1.064229626341,0.309,0.097,0,"6"
"MCF2L",0,1.06388934200778,0.371,0.17,0,"6"
"STK4",0,1.05865535545655,0.366,0.134,0,"6"
"GSAP",0,1.05623512674454,0.253,0.062,0,"6"
"IL6ST",0,1.05402543367735,0.466,0.261,0,"6"
"FAM102B",0,1.0504396675544,0.25,0.047,0,"6"
"SP110",0,1.04706057824805,0.28,0.091,0,"6"
"SUCLG2",0,1.0423183441642,0.332,0.115,0,"6"
"SKI",0,1.0367426015943,0.337,0.125,0,"6"
"P4HA1",0,1.03490662983087,0.42,0.211,0,"6"
"ARHGEF6",0,1.03417627053847,0.252,0.048,0,"6"
"GAB2",0,1.02930836496516,0.607,0.433,0,"6"
"WASF2",0,1.027916692175,0.437,0.23,0,"6"
"DTNBP1",0,1.0257491000379,0.283,0.093,0,"6"
"ELF1",0,1.02533069177347,0.445,0.222,0,"6"
"SNX29",0,1.02479242506926,0.564,0.368,0,"6"
"MEF2C-AS1",0,1.02206217504417,0.301,0.107,0,"6"
"MPZL1",0,1.02081779722283,0.267,0.067,0,"6"
"NRIP1",0,1.01288334270658,0.296,0.099,0,"6"
"PIAS1",0,1.01157742477278,0.529,0.328,0,"6"
"OGFRL1",0,1.01128070053608,0.366,0.139,0,"6"
"SPIDR",0,1.0110339334996,0.501,0.314,0,"6"
"SKIL",0,1.00598992804023,0.298,0.097,0,"6"
"KLHL5",0,1.0054543071149,0.354,0.155,0,"6"
"LAP3",0,0.998080890540594,0.265,0.069,0,"6"
"NAV3",0,0.995893615408015,0.52,0.357,0,"6"
"ADPGK",0,0.992108812170493,0.27,0.076,0,"6"
"CACNA1D",0,0.980556410165548,0.281,0.126,0,"6"
"LRP1",0,0.978732401951679,0.369,0.124,0,"6"
"ZNRF2",0,0.976978094332551,0.277,0.099,0,"6"
"EPB41L3",0,0.975581947069563,0.413,0.243,0,"6"
"PABPC1",0,0.97480224128694,0.38,0.199,0,"6"
"ARPC3",0,0.973509700647759,0.276,0.12,0,"6"
"HLA-A",0,0.969637379110365,0.302,0.138,0,"6"
"ZFAND3",0,0.968814183555602,0.626,0.48,0,"6"
"CHSY3",0,0.967204661185181,0.294,0.096,0,"6"
"CFLAR",0,0.965961294178341,0.377,0.193,0,"6"
"CTTNBP2NL",0,0.963074513745342,0.273,0.096,0,"6"
"SDCCAG8",0,0.960241010850069,0.576,0.415,0,"6"
"SMURF2",0,0.957123921306175,0.346,0.152,0,"6"
"ACAP2",0,0.955926063239209,0.474,0.286,0,"6"
"USP3",0,0.955366535887098,0.306,0.113,0,"6"
"COP1",0,0.952896335541191,0.441,0.265,0,"6"
"ERICH1",0,0.951786931518421,0.273,0.107,0,"6"
"STAG1",0,0.944113029434744,0.55,0.375,0,"6"
"GNA13",0,0.939839492353294,0.314,0.127,0,"6"
"DDX5",0,0.929513289138282,0.645,0.507,0,"6"
"LYST",0,0.923919533718722,0.435,0.248,0,"6"
"TANK",0,0.923641226625263,0.357,0.195,0,"6"
"PARP4",0,0.919918049767549,0.294,0.113,0,"6"
"CBL",0,0.914728408139413,0.273,0.094,0,"6"
"CNTRL",0,0.914191032829195,0.317,0.144,0,"6"
"IMMP2L",0,0.91094287293224,0.48,0.314,0,"6"
"AC006978.2",0,0.908091858146538,0.251,0.08,0,"6"
"SETX",0,0.902037940701689,0.45,0.281,0,"6"
"FNBP1L",0,0.900390962724327,0.25,0.07,0,"6"
"CTBP2",0,0.890321517759446,0.418,0.25,0,"6"
"RASSF4",0,0.890190386205373,0.361,0.189,0,"6"
"GRAMD1B",0,0.885636315998359,0.269,0.092,0,"6"
"UBAC2",0,0.884730463959589,0.331,0.17,0,"6"
"APMAP",0,0.881197086052957,0.261,0.089,0,"6"
"MOB1B",0,0.880871998100434,0.278,0.091,0,"6"
"KLF6",0,0.880825099215166,0.274,0.111,0,"6"
"PICALM",0,0.878523268416458,0.674,0.526,0,"6"
"MARCKS",0,0.868002342403325,0.3,0.126,0,"6"
"PKN2",0,0.864830349864199,0.496,0.337,0,"6"
"TET2",0,0.857262788844366,0.384,0.219,0,"6"
"RAB1A",0,0.840055678163751,0.413,0.247,0,"6"
"ABI1",0,0.838502002040662,0.375,0.184,0,"6"
"CUX1",0,0.836112546438145,0.487,0.33,0,"6"
"WASHC4",0,0.818212957924418,0.366,0.207,0,"6"
"PRIM2",0,0.816786680076052,0.252,0.107,0,"6"
"MYO9B",0,0.814558319147246,0.458,0.298,0,"6"
"MAP3K3",0,0.814328152052048,0.29,0.143,0,"6"
"ARAP1",0,0.799829836013401,0.257,0.104,0,"6"
"CDYL",0,0.79774776938993,0.307,0.16,0,"6"
"CCM2",0,0.792788109002127,0.288,0.141,0,"6"
"MLXIP",0,0.791198163176242,0.289,0.136,0,"6"
"RAP1B",0,0.788003815043644,0.344,0.184,0,"6"
"EPS8",0,0.787518561125361,0.371,0.208,0,"6"
"DSCAM",0,0.787393196867285,0.467,0.15,0,"6"
"PREX1",0,0.778761611829907,0.589,0.423,0,"6"
"TRIO",0,0.773004022229209,0.534,0.315,0,"6"
"TMEM65",0,0.760773093862902,0.269,0.129,0,"6"
"ACTR2",0,0.760275627353403,0.373,0.212,0,"6"
"RNF145",0,0.758986526050731,0.294,0.136,0,"6"
"ARRB1",0,0.746716192397994,0.269,0.115,0,"6"
"DNAJC13",0,0.731922278747938,0.279,0.14,0,"6"
"RGS12",0,0.720312693045812,0.319,0.156,0,"6"
"ITPR1",0,0.673846002326866,0.3,0.135,0,"6"
"CST3",0,0.648222656966886,0.359,0.169,0,"6"
"SLC2A13",0,0.617166806701982,0.322,0.152,0,"6"
"PLCG2",0,0.587435446887162,0.443,0.234,0,"6"
"ANKRD11",1.8917621897486e-307,0.818809557352124,0.549,0.412,8.19170863404937e-303,"6"
"IKBKB",4.13285906228832e-303,0.691682963486121,0.253,0.121,1.78961063115209e-298,"6"
"UBE2E2",2.40783277118641e-302,0.773598366613775,0.651,0.53,1.04263974657914e-297,"6"
"RANBP9",6.12543993923955e-301,0.780382048786948,0.323,0.178,2.65243800248951e-296,"6"
"C6orf62",6.44372489186022e-301,0.817926647249993,0.321,0.173,2.79026175267331e-296,"6"
"INPP4A",1.76644762030651e-299,0.700425461432211,0.299,0.154,7.64907148545126e-295,"6"
"LARP4B",1.41720218805742e-298,0.756106595481991,0.349,0.202,6.13676891472625e-294,"6"
"PADI2",5.28850206304853e-294,1.19576721523023,0.336,0.197,2.29002716334128e-289,"6"
"TMSB10",1.87055125180363e-291,1.05054791057868,0.38,0.221,8.09986103056006e-287,"6"
"NEDD4L",4.11212163664158e-288,0.662149764542606,0.35,0.192,1.78063091109854e-283,"6"
"AGO4",1.10032667934202e-287,0.75713063662593,0.295,0.157,4.76463458688681e-283,"6"
"FER",2.39612692860023e-287,0.830470675761077,0.474,0.325,1.03757088262247e-282,"6"
"PFKFB3",6.7758051060376e-287,0.799349942569967,0.329,0.184,2.9340591270164e-282,"6"
"RHOQ",9.21988313120373e-287,0.711588778933043,0.296,0.156,3.99239379347384e-282,"6"
"COMMD10",1.68885299903609e-286,0.895681244932772,0.392,0.244,7.31307125642606e-282,"6"
"RPL13",3.78540185727607e-284,1.18417937906277,0.486,0.336,1.63915471223768e-279,"6"
"PHC2",6.93452717217103e-284,0.850063898481265,0.413,0.267,3.0027889560935e-279,"6"
"TUT7",1.12755683624245e-283,0.778587534504104,0.27,0.138,4.88254661229706e-279,"6"
"MGAT5",5.20735648708868e-283,0.780183723450786,0.487,0.334,2.25488950603914e-278,"6"
"APPL2",5.81860916714816e-283,0.858362844400872,0.356,0.215,2.5195741415585e-278,"6"
"SEC14L1",1.10083132843358e-276,0.80123224609131,0.313,0.175,4.76681981838309e-272,"6"
"SBF2",3.55611742565881e-275,0.808163196731556,0.536,0.406,1.53986996765878e-270,"6"
"PRPF38B",1.09510278027095e-271,0.819248690812083,0.328,0.183,4.74201405912926e-267,"6"
"PAN3",1.47790148270678e-271,0.783191240495512,0.475,0.332,6.3996090004169e-267,"6"
"VTI1A",3.71083810865807e-269,0.78449815572972,0.47,0.324,1.60686711781112e-264,"6"
"CHD9",3.5881423000094e-267,0.717446596736845,0.603,0.495,1.55373737875007e-262,"6"
"SNX2",4.59972733986132e-267,0.675242710371372,0.279,0.146,1.99177393270675e-262,"6"
"VMP1",1.38810483110621e-262,0.880251529957795,0.427,0.289,6.01077153965609e-258,"6"
"TRAK1",1.01354187922375e-261,0.647429975831078,0.329,0.188,4.38883904541468e-257,"6"
"TPT1",2.71650907792735e-261,1.3273808498616,0.435,0.29,1.1763027609241e-256,"6"
"SNX13",3.1638845883448e-261,0.769669776727279,0.377,0.238,1.37002530444506e-256,"6"
"BABAM2",7.4450063883693e-259,0.777099859085801,0.371,0.231,3.22383666629167e-254,"6"
"KDM2A",5.85764049435185e-255,0.770080840342441,0.426,0.29,2.53647548686424e-250,"6"
"DNAJC5",1.61961348838858e-254,0.640459266968005,0.282,0.151,7.01325032742022e-250,"6"
"PHF20",1.25216280035373e-253,0.727811487993732,0.322,0.187,5.42211535809173e-249,"6"
"GPD2",2.84438289803554e-252,0.685500011098392,0.252,0.129,1.23167468250735e-247,"6"
"EVL",1.67194359381662e-250,0.745898354657567,0.415,0.268,7.23985014994475e-246,"6"
"ROCK1",3.18001586399897e-250,0.759042591858379,0.446,0.307,1.37701046942883e-245,"6"
"ARMH3",9.25843831221512e-249,0.726573652312288,0.311,0.181,4.00908895795539e-244,"6"
"CHD1",1.63651291484171e-248,0.70900301097869,0.331,0.192,7.08642822384758e-244,"6"
"SCAF11",2.14725286262151e-248,0.722733927021767,0.473,0.331,9.29803434572364e-244,"6"
"FAM49A",1.61820006189228e-245,0.709439502178251,0.282,0.15,7.00712990800594e-241,"6"
"WIPF1",6.04628501363566e-244,0.702256791689994,0.434,0.284,2.61816233660452e-239,"6"
"NIPBL",7.56164119190086e-243,0.723446368970684,0.573,0.46,3.27434186891691e-238,"6"
"ZFAND6",8.39905184329657e-241,0.726090105463797,0.298,0.168,3.63695742918428e-236,"6"
"TBC1D5",3.97289415471594e-240,0.703919673097845,0.624,0.524,1.72034262687509e-235,"6"
"ADAM9",6.33193465973268e-235,0.543296691279537,0.269,0.142,2.74185434635744e-230,"6"
"RTTN",8.35879801734109e-235,1.04027139244593,0.309,0.187,3.61952671746904e-230,"6"
"GNAI2",2.91178099240167e-233,0.699105672117207,0.317,0.185,1.26085940532977e-228,"6"
"MT-CO3",1.46628503814764e-232,0.51909523637432,0.74,0.59,6.3493074721869e-228,"6"
"RALGAPA2",8.5432305469103e-232,0.764510364995439,0.407,0.27,3.6993896914231e-227,"6"
"UBE2E1",5.24902946568844e-230,0.750349589239063,0.339,0.21,2.27293473923241e-225,"6"
"ACTR3",1.85470695932947e-229,0.687025400385852,0.305,0.178,8.03125207528847e-225,"6"
"KIF16B",1.85484192135499e-229,0.753269281275593,0.308,0.182,8.03183648785139e-225,"6"
"SND1",1.52435988635927e-228,0.767320952084071,0.37,0.241,6.6007831799129e-224,"6"
"ZNF106",3.68376254197416e-227,0.690145596984607,0.31,0.179,1.59514285592565e-222,"6"
"MYCBP2",5.04326195919751e-223,0.639211010692268,0.561,0.444,2.18383329357171e-218,"6"
"TENM4",1.89513936593377e-219,0.623049724403176,0.276,0.151,8.2063324823664e-215,"6"
"RIC1",2.90669744944922e-219,0.668323984579919,0.262,0.145,1.2586581295605e-214,"6"
"PSAP",2.99348211784764e-219,0.913714303691771,0.614,0.512,1.29623762667038e-214,"6"
"GIT2",3.41770021551828e-213,0.616092734498538,0.253,0.138,1.47993254732372e-208,"6"
"RPS9",3.19546349070163e-211,0.904622919261556,0.37,0.241,1.38369960074362e-206,"6"
"AKAP10",1.94596291059674e-209,0.671391400135281,0.333,0.21,8.42640859546601e-205,"6"
"GMDS-DT",1.11213934914441e-208,0.812582811742976,0.327,0.203,4.81578580966513e-204,"6"
"CELF1",6.25512976139202e-208,0.628081122273746,0.429,0.294,2.70859628927797e-203,"6"
"RPS3",3.15768924638036e-207,1.16916679267472,0.332,0.21,1.36734259746762e-202,"6"
"RPS6",2.07050695008844e-205,1.39937765231048,0.319,0.196,8.96570919527298e-201,"6"
"HELZ",1.0275220634877e-202,0.638003496589689,0.382,0.254,4.44937603931444e-198,"6"
"JAK1",4.72530049914671e-202,0.619464516345109,0.279,0.16,2.04614962214051e-197,"6"
"SMYD3",1.85134960755179e-201,0.634146276725869,0.413,0.272,8.01671407062077e-197,"6"
"RAB10",1.26386321079876e-199,0.665278476358312,0.419,0.299,5.47278047540081e-195,"6"
"DENND4C",1.99123356126605e-198,0.70091480662745,0.305,0.188,8.62243956699427e-194,"6"
"GPATCH2L",1.87112648582075e-197,0.676824163882962,0.357,0.234,8.10235190890103e-193,"6"
"STAT3",6.54426659483981e-197,0.583722007299223,0.396,0.265,2.83379832089753e-192,"6"
"CACNA1A",1.72837851532266e-196,0.613499672931508,0.321,0.184,7.48422464705019e-192,"6"
"PHYKPL",3.2104369612076e-196,0.650560607419526,0.284,0.169,1.39018341294212e-191,"6"
"PDSS2",2.14472562193886e-194,0.633400168295649,0.276,0.162,9.28709088811963e-190,"6"
"DENND1A",6.37873380326982e-194,0.721166265947323,0.458,0.346,2.7621193114919e-189,"6"
"MT-ND3",1.05642667119686e-192,0.719554491577242,0.622,0.498,4.57453877161666e-188,"6"
"HIST1H2AC",3.60379409990107e-191,0.905147807996169,0.281,0.171,1.56051492113916e-186,"6"
"DCAF6",1.00787324235683e-190,0.650743118070801,0.316,0.199,4.36429271405353e-186,"6"
"GAK",7.17964668009068e-187,0.672581819984394,0.252,0.144,3.10893060541287e-182,"6"
"FLOT1",4.03217807235013e-185,0.538315280297382,0.26,0.148,1.74601374888905e-180,"6"
"IGF2R",1.11652166442437e-184,0.611149991040948,0.252,0.144,4.83476211129042e-180,"6"
"VPS13B",1.45901910396308e-184,0.656135461044106,0.479,0.369,6.31784452398091e-180,"6"
"PTEN",9.54814941029362e-183,0.636020937565427,0.362,0.244,4.13453965764534e-178,"6"
"ITSN2",2.57819398438955e-181,0.650653706232686,0.473,0.357,1.11640955912036e-176,"6"
"NFATC3",1.44737329486928e-179,0.610891808895968,0.321,0.205,6.26741584144295e-175,"6"
"ITM2B",1.75762820650924e-179,0.71152033321526,0.531,0.426,7.61088165982631e-175,"6"
"RAC1",1.99303448988551e-179,0.65018522554057,0.376,0.251,8.63023794810224e-175,"6"
"ELMO1",8.51683608008597e-178,0.430267244862081,0.75,0.584,3.68796035939883e-173,"6"
"ANP32A",2.53364289283748e-177,0.685496072933904,0.3,0.187,1.09711804545649e-172,"6"
"ASXL2",1.22347084008643e-176,0.580774509533216,0.274,0.165,5.29787343174226e-172,"6"
"TMEM117",4.96741050168647e-175,0.712220808264218,0.327,0.213,2.15098809544028e-170,"6"
"GALNT1",1.31951684183739e-174,0.660893990250374,0.265,0.158,5.71377182852428e-170,"6"
"TXNIP",1.60919861710274e-170,0.705453806910487,0.359,0.241,6.96815185177827e-166,"6"
"FAM135A",2.99433829208232e-169,0.673293168599675,0.381,0.27,1.29660836723748e-164,"6"
"CAPZA2",3.71166650111572e-168,0.62523593953528,0.268,0.16,1.60722582831313e-163,"6"
"SPTLC2",1.65642700853357e-167,0.670360454409795,0.434,0.321,7.17266023235207e-163,"6"
"ATP2C1",1.75457598332103e-166,0.94896389015722,0.429,0.324,7.59766492297674e-162,"6"
"HIPK3",4.54407744579615e-165,0.568313134317763,0.309,0.199,1.96767641557865e-160,"6"
"AFTPH",6.32400035671038e-163,0.570657486226135,0.284,0.176,2.73841863446273e-158,"6"
"COG5",1.31629826767775e-162,0.619275013771765,0.414,0.304,5.69983475869817e-158,"6"
"FP671120.1",2.10322972924433e-161,0.755634405606555,0.334,0.229,9.10740537357381e-157,"6"
"ZMYM4",6.56433600134117e-160,0.611131014577152,0.364,0.254,2.84248877530075e-155,"6"
"RAB7A",1.74900020521204e-159,0.633450723378491,0.384,0.275,7.57352068860919e-155,"6"
