"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AC113414.12",9.82448511756835e-21,0.524542008290734,0.37,0.402,1.96489702351367e-17,"17","AC113414.1"
"AGMO3",1.687925662935e-20,0.474480830703494,0.418,0.449,3.37585132587001e-17,"17","AGMO"
"AHCYL22",3.05141241463074e-19,0.373924174216393,0.472,0.486,6.10282482926149e-16,"17","AHCYL2"
"AC034195.12",3.65444509277248e-19,0.574409597898994,0.364,0.402,7.30889018554496e-16,"17","AC034195.1"
"FBXL22",4.24530535853604e-19,0.4301234308806,0.342,0.382,8.49061071707208e-16,"17","FBXL2"
"LINC012661",1.05530426260239e-17,0.423848899033243,0.281,0.337,2.11060852520477e-14,"17","LINC01266"
"NOX41",1.45867972595715e-17,0.34849206198478,0.247,0.304,2.91735945191429e-14,"17","NOX4"
"AC113383.1",3.43600922572026e-17,0.315277693199321,0.248,0.303,6.87201845144052e-14,"17","AC113383.1"
"RNF1801",1.30516559232176e-16,0.384275393707934,0.29,0.328,2.61033118464352e-13,"17","RNF180"
"PBX31",1.4413377128474e-16,0.295246446842359,0.441,0.462,2.88267542569481e-13,"17","PBX3"
"PCLO2",1.79962725223094e-16,0.310547995371528,0.23,0.281,3.59925450446189e-13,"17","PCLO"
"PPM1L1",9.33656891248071e-16,0.256833698480784,0.319,0.356,1.86731378249614e-12,"17","PPM1L"
"LGR43",1.01548467222493e-15,0.38657395091436,0.559,0.605,2.03096934444987e-12,"17","LGR4"
"AP000282.13",1.04587534206118e-15,0.451842356447322,0.404,0.443,2.09175068412237e-12,"17","AP000282.1"
"CEMIP1",2.93176464149683e-15,0.356431167746993,0.291,0.358,5.86352928299367e-12,"17","CEMIP"
"MBOAT12",3.1294327767154e-15,0.734778260499175,0.388,0.438,6.25886555343079e-12,"17","MBOAT1"
"KIAA08251",3.27642862989791e-13,0.285500236729268,0.296,0.35,6.55285725979582e-10,"17","KIAA0825"
"DCLK21",1.78546659244879e-11,0.27272575321837,0.275,0.333,3.57093318489757e-08,"17","DCLK2"
"C5orf173",4.1318967373829e-11,0.980405685528858,0.389,0.462,8.26379347476579e-08,"17","C5orf17"
"AC108866.12",5.03175731545064e-11,0.36316837062619,0.279,0.349,1.00635146309013e-07,"17","AC108866.1"
"AL078590.31",7.5893688369101e-11,0.32910418314909,0.349,0.404,1.51787376738202e-07,"17","AL078590.3"
"AL359710.12",1.3288370582702e-10,0.347747836518522,0.277,0.352,2.65767411654041e-07,"17","AL359710.1"
"SGSM12",1.61592693496829e-10,0.339335127818879,0.267,0.332,3.23185386993658e-07,"17","SGSM1"
"MBNL31",3.25555288499229e-10,0.397927736257512,0.28,0.35,6.51110576998458e-07,"17","MBNL3"
"LIX1-AS1",5.12924172703941e-10,0.403405203284344,0.284,0.354,1.02584834540788e-06,"17","LIX1-AS1"
"PHACTR2",5.39693071073239e-10,0.338757219446586,0.25,0.321,1.07938614214648e-06,"17","PHACTR2"
"MAML31",8.4888969909603e-10,0.34586885264857,0.445,0.502,1.69777939819206e-06,"17","MAML3"
"PAPPA21",1.32313810967843e-08,0.383167413699296,0.284,0.37,2.64627621935686e-05,"17","PAPPA2"
"RIMS11",9.08532487278742e-08,0.424487520300584,0.361,0.424,0.000181706497455748,"17","RIMS1"
"STON2",1.12175470980499e-07,0.255551047924429,0.207,0.367,0.000224350941960998,"17","STON2"
"CHODL1",3.89468021955636e-06,0.349219541145335,0.238,0.408,0.00778936043911271,"17","CHODL"
"SUCLG2-AS11",6.38269667767627e-06,0.334725068325169,0.26,0.344,0.0127653933553525,"17","SUCLG2-AS1"
"JPH11",7.70722579043371e-06,0.603055407287652,0.283,0.357,0.0154144515808674,"17","JPH1"
"AC092378.11",3.6449426486827e-05,0.391212748565641,0.228,0.33,0.0728988529736539,"17","AC092378.1"
"LINC013581",0.000192965244218715,0.254583731989481,0.217,0.325,0.38593048843743,"17","LINC01358"
"AC007262.21",0.000303088643369658,0.296639826073922,0.297,0.391,0.606177286739316,"17","AC007262.2"
"AL445472.1",0.000346922964096286,0.287586771688246,0.224,0.326,0.693845928192572,"17","AL445472.1"
"ARHGAP261",0.000377579961695509,0.271432938196588,0.289,0.384,0.755159923391019,"17","ARHGAP26"
"AL359232.12",0.00271802984112287,0.317485954470613,0.237,0.339,1,"17","AL359232.1"
"CC2D2B2",0.00440907859776248,0.35810472283341,0.283,0.388,1,"17","CC2D2B"
"AC105411.1",0.00504058574159717,0.342630655865233,0.197,0.312,1,"17","AC105411.1"
"B2M4",0,0.878513996434182,0.947,0.537,0,"18","B2M"
"ISG151",0,0.564734411223648,0.746,0.164,0,"18","ISG15"
"SFRP13",0,0.438676702241212,0.939,0.392,0,"18","SFRP1"
"FANCC",7.32684009928232e-298,0.405250077599165,0.928,0.468,1.46536801985646e-294,"18","FANCC"
"EIF2AK21",1.06300130095279e-283,0.650572369067457,0.793,0.304,2.12600260190557e-280,"18","EIF2AK2"
"IFITM3",2.5066850373052e-218,0.259180335900083,0.25,0.214,5.01337007461041e-215,"18","IFITM3"
"HLA-C",1.12742216351954e-178,0.869729301941474,0.724,0.311,2.25484432703907e-175,"18","HLA-C"
"RNASE16",1.51788459784067e-166,0.387896676788054,0.841,0.382,3.03576919568133e-163,"18","RNASE1"
"PLXDC26",1.29676700087417e-142,0.482452716518674,0.923,0.668,2.59353400174835e-139,"18","PLXDC2"
"LINC016089",1.8011605974639e-126,0.268445104690561,0.928,0.615,3.60232119492781e-123,"18","LINC01608"
"CA24",1.77552938685911e-123,0.485718663603943,0.838,0.537,3.55105877371822e-120,"18","CA2"
"PLP17",3.60454506618081e-123,0.414944388709736,0.998,0.954,7.20909013236162e-120,"18","PLP1"
"SPP17",1.09793806356729e-117,0.323103968458055,0.955,0.691,2.19587612713459e-114,"18","SPP1"
"OPALIN7",9.07979066844928e-104,0.293302951852559,0.803,0.419,1.81595813368986e-100,"18","OPALIN"
"MX1",4.10005896645997e-102,0.337548493545836,0.337,0.115,8.20011793291994e-99,"18","MX1"
"CD97",5.34199522214673e-102,0.372868180737938,0.884,0.586,1.06839904442935e-98,"18","CD9"
"AL354809.15",7.74939540456559e-84,0.699623327068956,0.771,0.489,1.54987908091312e-80,"18","AL354809.1"
"TUBA1A6",1.02872952912779e-72,0.32951655340122,0.937,0.654,2.05745905825558e-69,"18","TUBA1A"
"CRYAB6",3.42268473907204e-70,0.300806344361122,0.979,0.804,6.84536947814408e-67,"18","CRYAB"
"PARP141",4.30090909234375e-65,0.370869469473136,0.597,0.169,8.6018181846875e-62,"18","PARP14"
"DDX60L1",8.37348795696922e-46,0.284459462407076,0.395,0.208,1.67469759139384e-42,"18","DDX60L"
"HLA-B1",8.9282136391816e-46,0.870032871986238,0.6,0.283,1.78564272783632e-42,"18","HLA-B"
"HLA-E1",6.93805212454245e-44,0.482643613993096,0.391,0.263,1.38761042490849e-40,"18","HLA-E"
"AC012593.17",1.85930399084885e-31,0.251956941685725,0.726,0.482,3.71860798169769e-28,"18","AC012593.1"
"AVEN2",1.85014274002278e-30,0.254889039562334,0.44,0.347,3.70028548004557e-27,"18","AVEN"
"MND11",1.11067225831192e-28,0.482363404224469,0.452,0.379,2.22134451662383e-25,"18","MND1"
"LTBP12",1.31271349923978e-25,0.543951932805568,0.616,0.396,2.62542699847956e-22,"18","LTBP1"
"CHRM54",8.84359855330243e-11,0.427248967131278,0.587,0.375,1.76871971066049e-07,"18","CHRM5"
"LAMA25",0.00185243230034129,0.295920500088896,0.587,0.435,1,"18","LAMA2"
"TRIO1",0,3.38037886424973,0.989,0.515,0,"19","TRIO"
"FGF141",0,3.27725053909894,0.995,0.397,0,"19","FGF14"
"LHFPL31",0,3.22159781342749,0.995,0.531,0,"19","LHFPL3"
"PTPRZ11",0,3.17233517200876,0.989,0.359,0,"19","PTPRZ1"
"AC092691.11",0,3.09411749891946,0.981,0.41,0,"19","AC092691.1"
"UST1",0,3.06242487170417,0.969,0.425,0,"19","UST"
"SNTG11",0,3.00029427035707,0.983,0.314,0,"19","SNTG1"
"MEGF111",0,2.96010668133441,0.98,0.367,0,"19","MEGF11"
"ATRNL11",0,2.93029311324047,0.989,0.366,0,"19","ATRNL1"
"LRRC4C1",0,2.90687703763978,0.999,0.534,0,"19","LRRC4C"
"TNR1",0,2.90624786890602,1,0.347,0,"19","TNR"
"SORBS14",0,2.90452919662038,0.986,0.632,0,"19","SORBS1"
"NRCAM1",0,2.84423984968287,0.992,0.349,0,"19","NRCAM"
"DLGAP11",0,2.83404383968186,0.973,0.338,0,"19","DLGAP1"
"NRXN11",0,2.79509577126007,0.996,0.281,0,"19","NRXN1"
"LRRTM41",0,2.7867434804453,0.987,0.364,0,"19","LRRTM4"
"MAP21",0,2.76876736173583,0.975,0.377,0,"19","MAP2"
"AKAP121",0,2.76142398395407,0.87,0.264,0,"19","AKAP12"
"SLC35F11",0,2.727703933009,0.961,0.279,0,"19","SLC35F1"
"IGF2BP21",0,2.71332279922168,0.937,0.307,0,"19","IGF2BP2"
"SEMA3E1",0,2.70522850712217,0.948,0.291,0,"19","SEMA3E"
"MMP161",0,2.7006514640327,0.964,0.339,0,"19","MMP16"
"PITPNC11",0,2.69581505583007,0.964,0.402,0,"19","PITPNC1"
"ZEB11",0,2.69532523441829,0.967,0.323,0,"19","ZEB1"
"DSCAM1",0,2.68508230275333,0.993,0.348,0,"19","DSCAM"
"CA101",0,2.67653381218823,0.969,0.288,0,"19","CA10"
"TMEM132C1",0,2.65267557999907,0.981,0.526,0,"19","TMEM132C"
"CHST111",0,2.64704860506153,0.958,0.363,0,"19","CHST11"
"PCDH151",0,2.63379503843815,0.989,0.396,0,"19","PCDH15"
"OPCML1",0,2.62889629396225,0.995,0.379,0,"19","OPCML"
"SORCS31",0,2.60420635809711,0.941,0.323,0,"19","SORCS3"
"NRG31",0,2.59932647186762,0.943,0.41,0,"19","NRG3"
"KCNIP41",0,2.57153401679571,0.993,0.568,0,"19","KCNIP4"
"TPST13",0,2.57022813194529,0.98,0.502,0,"19","TPST1"
"CSMD11",0,2.54837099193183,0.993,0.433,0,"19","CSMD1"
"SOX51",0,2.52011604946996,0.96,0.421,0,"19","SOX5"
"SHC31",0,2.50331146913518,0.91,0.364,0,"19","SHC3"
"SORCS11",0,2.48551134886643,0.917,0.349,0,"19","SORCS1"
"LINC005111",0,2.48544201164342,0.961,0.403,0,"19","LINC00511"
"BAALC3",0,2.47533203809992,0.923,0.355,0,"19","BAALC"
"CAMK2D4",0,2.46403869530316,0.958,0.59,0,"19","CAMK2D"
"LRP1B1",0,2.45845839626518,0.999,0.742,0,"19","LRP1B"
"NTRK31",0,2.4574615764316,0.943,0.343,0,"19","NTRK3"
"LUZP21",0,2.44029585257098,0.958,0.474,0,"19","LUZP2"
"SOX61",0,2.42493112224702,0.958,0.339,0,"19","SOX6"
"COL11A11",0,2.42396289983904,0.956,0.311,0,"19","COL11A1"
"MDGA21",0,2.42293613634625,0.976,0.505,0,"19","MDGA2"
"CTNNA21",0,2.40560429175148,0.965,0.427,0,"19","CTNNA2"
"BRINP31",0,2.40282985248953,0.929,0.26,0,"19","BRINP3"
"RORA1",0,2.37808992140326,0.987,0.524,0,"19","RORA"
"PTPRG1",0,2.35906753290121,0.933,0.352,0,"19","PTPRG"
"VCAN1",0,2.35103469733872,0.942,0.362,0,"19","VCAN"
"ADGRL31",0,2.35058670808119,0.993,0.522,0,"19","ADGRL3"
"GRM51",0,2.34164711332023,0.934,0.279,0,"19","GRM5"
"PLCB11",0,2.34116302869368,0.943,0.319,0,"19","PLCB1"
"CSMD31",0,2.33344102830733,0.965,0.409,0,"19","CSMD3"
"FAM155A1",0,2.32700711380131,0.939,0.335,0,"19","FAM155A"
"PARD31",0,2.30523663424126,0.961,0.487,0,"19","PARD3"
"ARHGEF33",0,2.28632734082877,0.915,0.36,0,"19","ARHGEF3"
"SHISA91",0,2.26974163479026,0.839,0.26,0,"19","SHISA9"
"KCNMA11",0,2.26770199037326,0.948,0.353,0,"19","KCNMA1"
"GPM6A1",0,2.26225894025878,0.924,0.268,0,"19","GPM6A"
"GRM71",0,2.25737910699284,0.94,0.33,0,"19","GRM7"
"RAB3IP2",0,2.23753578193244,0.863,0.433,0,"19","RAB3IP"
"HS6ST31",0,2.23562241562845,0.846,0.232,0,"19","HS6ST3"
"IL1RAP1",0,2.22895977079952,0.808,0.248,0,"19","IL1RAP"
"LSAMP1",0,2.22042195071748,0.999,0.775,0,"19","LSAMP"
"TMEM132D1",0,2.214431831791,0.882,0.361,0,"19","TMEM132D"
"CELF21",0,2.20262377724251,0.945,0.325,0,"19","CELF2"
"SLC1A21",0,2.19829058708076,0.854,0.248,0,"19","SLC1A2"
"VEGFA2",0,2.19734274533366,0.778,0.319,0,"19","VEGFA"
"CACNA1A1",0,2.18940255978986,0.939,0.412,0,"19","CACNA1A"
"DGKG1",0,2.17743083640419,0.952,0.362,0,"19","DGKG"
"STK32B1",0,2.14977501141656,0.845,0.296,0,"19","STK32B"
"GPR1581",0,2.14174695583859,0.887,0.302,0,"19","GPR158"
"GLDC1",0,2.12534571585427,0.754,0.26,0,"19","GLDC"
"SLC2A131",0,2.11819790060337,0.88,0.4,0,"19","SLC2A13"
"FGF121",0,2.11416907061947,0.936,0.312,0,"19","FGF12"
"ASAP12",0,2.11026343953478,0.972,0.577,0,"19","ASAP1"
"CHL11",0,2.10993272981246,0.895,0.316,0,"19","CHL1"
"C1orf211",0,2.0690484553567,0.913,0.392,0,"19","C1orf21"
"NXPH11",0,2.04761058889936,0.889,0.269,0,"19","NXPH1"
"SAMD4A5",0,2.04554095454337,0.933,0.523,0,"19","SAMD4A"
"ALK1",0,2.03140045447846,0.786,0.368,0,"19","ALK"
"MAML21",0,1.98721123329486,0.956,0.415,0,"19","MAML2"
"SEMA5A1",0,1.98547547074039,0.958,0.587,0,"19","SEMA5A"
"TIAM13",0,1.97758346134418,0.949,0.52,0,"19","TIAM1"
"GRIK21",0,1.96067207694744,0.915,0.368,0,"19","GRIK2"
"CADPS1",0,1.95946094830329,0.821,0.302,0,"19","CADPS"
"ZFPM21",0,1.92437387963392,0.884,0.435,0,"19","ZFPM2"
"CNTNAP51",0,1.9155877226542,0.849,0.351,0,"19","CNTNAP5"
"KHDRBS31",0,1.91341159481603,0.91,0.4,0,"19","KHDRBS3"
"KCNIP11",0,1.90683999106292,0.83,0.237,0,"19","KCNIP1"
"PAM1",0,1.89553057719217,0.853,0.307,0,"19","PAM"
"TMEM132B1",0,1.88931609482707,0.841,0.354,0,"19","TMEM132B"
"CERS61",0,1.88587880920511,0.891,0.388,0,"19","CERS6"
"RALYL1",0,1.88518644926617,0.857,0.28,0,"19","RALYL"
"REV3L2",0,1.86749199914999,0.955,0.554,0,"19","REV3L"
"SULF21",0,1.86342847553821,0.852,0.279,0,"19","SULF2"
"GRID21",0,1.85006135268738,0.981,0.552,0,"19","GRID2"
"DPP61",0,1.84173533224593,0.989,0.617,0,"19","DPP6"
"CCDC501",0,1.81849464685041,0.818,0.312,0,"19","CCDC50"
"SCN3A1",0,1.81209728464715,0.804,0.292,0,"19","SCN3A"
"TMEM1081",0,1.79209893048457,0.873,0.388,0,"19","TMEM108"
"STXBP5L1",0,1.79003651774374,0.859,0.289,0,"19","STXBP5L"
"XYLT11",0,1.78282728087339,0.969,0.541,0,"19","XYLT1"
"FAM110B1",0,1.78150636892702,0.855,0.274,0,"19","FAM110B"
"AL445250.11",0,1.7701382740914,0.808,0.358,0,"19","AL445250.1"
"RPS6KA32",0,1.76790792018657,0.9,0.405,0,"19","RPS6KA3"
"CACNA2D31",0,1.76285437974765,0.887,0.303,0,"19","CACNA2D3"
"GRIK31",0,1.75269404710649,0.859,0.407,0,"19","GRIK3"
"NEBL1",0,1.75211160022066,0.853,0.352,0,"19","NEBL"
"OPHN11",0,1.7481340285766,0.927,0.363,0,"19","OPHN1"
"CSMD23",0,1.74802157563544,0.959,0.58,0,"19","CSMD2"
"DPP101",0,1.74267956443173,0.885,0.438,0,"19","DPP10"
"KCND21",0,1.72529832325944,0.878,0.288,0,"19","KCND2"
"NOL41",0,1.72452903670927,0.82,0.295,0,"19","NOL4"
"PLPP41",0,1.71193704406097,0.881,0.558,0,"19","PLPP4"
"HIF3A1",0,1.70438965793454,0.832,0.314,0,"19","HIF3A"
"PCSK51",0,1.69850563211731,0.856,0.417,0,"19","PCSK5"
"MSRA3",0,1.69848108007401,0.888,0.404,0,"19","MSRA"
"HMGCS13",0,1.69692200744798,0.941,0.474,0,"19","HMGCS1"
"IGSF9B1",0,1.69108716378877,0.845,0.194,0,"19","IGSF9B"
"CNTN11",0,1.68689967491225,0.899,0.462,0,"19","CNTN1"
"PCDH71",0,1.68549500110759,0.826,0.334,0,"19","PCDH7"
"ARHGAP421",0,1.68286554123532,0.793,0.335,0,"19","ARHGAP42"
"TOX1",0,1.68081592330061,0.774,0.338,0,"19","TOX"
"SLC8A11",0,1.67746389507849,0.814,0.32,0,"19","SLC8A1"
"CDK141",0,1.67566735641655,0.9,0.495,0,"19","CDK14"
"DCC1",0,1.66777608080338,0.919,0.538,0,"19","DCC"
"GLIS3",0,1.66738054893264,0.768,0.389,0,"19","GLIS3"
"TNIK2",0,1.6671485194391,0.943,0.632,0,"19","TNIK"
"NLGN12",0,1.66714018936528,0.997,0.738,0,"19","NLGN1"
"PVT11",0,1.66197607755549,0.843,0.263,0,"19","PVT1"
"PRKCA1",0,1.63446359891885,0.981,0.728,0,"19","PRKCA"
"STK32A1",0,1.62426286502302,0.835,0.265,0,"19","STK32A"
"ST6GAL11",0,1.60578726497855,0.75,0.316,0,"19","ST6GAL1"
"KCNT21",0,1.60378845560016,0.762,0.273,0,"19","KCNT2"
"RGS71",0,1.60042963211715,0.849,0.363,0,"19","RGS7"
"FGFR13",0,1.59641510919276,0.866,0.456,0,"19","FGFR1"
"TRIM91",0,1.59243170186404,0.913,0.503,0,"19","TRIM9"
"DPYSL31",0,1.59216140215267,0.786,0.232,0,"19","DPYSL3"
"HECW11",0,1.58392557863875,0.803,0.233,0,"19","HECW1"
"KLF121",0,1.57427621004551,0.804,0.348,0,"19","KLF12"
"ST8SIA11",0,1.57065190946641,0.776,0.265,0,"19","ST8SIA1"
"IGSF211",0,1.55974232695506,0.775,0.193,0,"19","IGSF21"
"UNC801",0,1.55851171789183,0.736,0.225,0,"19","UNC80"
"LRP11",0,1.55080149658299,0.765,0.228,0,"19","LRP1"
"RIMS21",0,1.54810600706467,0.769,0.284,0,"19","RIMS2"
"FMN21",0,1.53942979645072,0.838,0.386,0,"19","FMN2"
"PLOD21",0,1.5284357905998,0.82,0.408,0,"19","PLOD2"
"AFAP11",0,1.52311266606202,0.804,0.335,0,"19","AFAP1"
"SLC38A11",0,1.51688859745993,0.82,0.278,0,"19","SLC38A1"
"ARPP211",0,1.51672595317381,0.83,0.225,0,"19","ARPP21"
"AC004852.21",0,1.51248663954548,0.746,0.22,0,"19","AC004852.2"
"MYT11",0,1.50685193036929,0.694,0.162,0,"19","MYT1"
"BEST31",0,1.48495368114863,0.686,0.264,0,"19","BEST3"
"GAD11",0,1.48467806711988,0.707,0.165,0,"19","GAD1"
"MACROD24",0,1.47709400775143,0.921,0.588,0,"19","MACROD2"
"RUNX1T12",0,1.47007674191111,0.849,0.41,0,"19","RUNX1T1"
"LINC013221",0,1.46996892309556,0.812,0.424,0,"19","LINC01322"
"CDH131",0,1.4694829201523,0.798,0.364,0,"19","CDH13"
"BCL63",0,1.45157865868825,0.909,0.517,0,"19","BCL6"
"RAB311",0,1.44180574051811,0.758,0.35,0,"19","RAB31"
"PLPPR51",0,1.4321236622973,0.766,0.237,0,"19","PLPPR5"
"DTNA5",0,1.43091045284683,0.938,0.596,0,"19","DTNA"
"CDH101",0,1.42961450365988,0.719,0.206,0,"19","CDH10"
"RIT21",0,1.42672739034353,0.786,0.19,0,"19","RIT2"
"SH3RF31",0,1.42552704057566,0.713,0.325,0,"19","SH3RF3"
"XKR41",0,1.41956186490527,0.768,0.344,0,"19","XKR4"
"CASK1",0,1.41212223054266,0.888,0.483,0,"19","CASK"
"SCN9A1",0,1.4117642954713,0.707,0.262,0,"19","SCN9A"
"NAV23",0,1.40294859624389,0.982,0.748,0,"19","NAV2"
"THRB1",0,1.40189755766035,0.742,0.339,0,"19","THRB"
"FLRT21",0,1.39919330799119,0.721,0.221,0,"19","FLRT2"
"RNF1501",0,1.39737690716615,0.789,0.308,0,"19","RNF150"
"PID11",0,1.39399677572934,0.792,0.353,0,"19","PID1"
"PDZD21",0,1.39063495102629,0.895,0.414,0,"19","PDZD2"
"GRIA21",0,1.38675999081066,0.894,0.587,0,"19","GRIA2"
"KIAA12171",0,1.38113344126793,0.726,0.322,0,"19","KIAA1217"
"GOLIM41",0,1.37925909460563,0.86,0.381,0,"19","GOLIM4"
"GAP431",0,1.37148714087656,0.723,0.19,0,"19","GAP43"
"PKNOX21",0,1.36813121186587,0.809,0.353,0,"19","PKNOX2"
"PTPRN21",0,1.36734775861446,0.825,0.312,0,"19","PTPRN2"
"GRIK11",0,1.34991078312025,0.76,0.32,0,"19","GRIK1"
"ABLIM11",0,1.34153229550814,0.817,0.32,0,"19","ABLIM1"
"SLC24A31",0,1.32627079351848,0.733,0.364,0,"19","SLC24A3"
"GALNT131",0,1.32415240155819,0.96,0.686,0,"19","GALNT13"
"NTNG11",0,1.3149560992049,0.715,0.259,0,"19","NTNG1"
"ADAMTS171",0,1.30344395316519,0.729,0.313,0,"19","ADAMTS17"
"PRKD11",0,1.30021432967836,0.891,0.545,0,"19","PRKD1"
"ME11",0,1.29741002672307,0.808,0.271,0,"19","ME1"
"PLEKHA21",0,1.29304145849299,0.717,0.291,0,"19","PLEKHA2"
"ANO61",0,1.28495310043157,0.808,0.315,0,"19","ANO6"
"ITPR21",0,1.2840667842822,0.834,0.503,0,"19","ITPR2"
"MPPED21",0,1.27926625177754,0.701,0.223,0,"19","MPPED2"
"GABRB31",0,1.25923652637018,0.718,0.297,0,"19","GABRB3"
"TTTY143",0,1.25762330599328,0.852,0.471,0,"19","TTTY14"
"LRRN11",0,1.25549344382359,0.815,0.33,0,"19","LRRN1"
"SNAP912",0,1.25483893953311,0.748,0.312,0,"19","SNAP91"
"DAB11",0,1.24156002266101,0.835,0.413,0,"19","DAB1"
"CMYA51",0,1.24066350835431,0.773,0.325,0,"19","CMYA5"
"CACNG41",0,1.22878107554854,0.788,0.272,0,"19","CACNG4"
"KAZN1",0,1.22778592132012,0.961,0.674,0,"19","KAZN"
"AKAP131",0,1.22646088970261,0.739,0.366,0,"19","AKAP13"
"CHST91",0,1.22315241549351,0.734,0.317,0,"19","CHST9"
"TNS31",0,1.21669214938167,0.83,0.336,0,"19","TNS3"
"ASTN11",0,1.21325181112599,0.741,0.338,0,"19","ASTN1"
"ABR1",0,1.21164046657479,0.805,0.393,0,"19","ABR"
"CPNE51",0,1.21150417530018,0.81,0.147,0,"19","CPNE5"
"CDH181",0,1.18563319018767,0.726,0.294,0,"19","CDH18"
"KALRN2",0,1.17918795044523,0.76,0.322,0,"19","KALRN"
"GABRB11",0,1.17506663082602,0.76,0.33,0,"19","GABRB1"
"HAP11",0,1.16792019980308,0.67,0.215,0,"19","HAP1"
"NMNAT21",0,1.14097923295069,0.758,0.286,0,"19","NMNAT2"
"PRICKLE21",0,1.13855201748614,0.8,0.261,0,"19","PRICKLE2"
"FAM13A1",0,1.13474022089762,0.803,0.438,0,"19","FAM13A"
"MSMO13",0,1.12896044979874,0.919,0.511,0,"19","MSMO1"
"CNKSR21",0,1.12078765956221,0.725,0.215,0,"19","CNKSR2"
"GRIK44",0,1.1181120479,0.874,0.412,0,"19","GRIK4"
"SDK11",0,1.09867991016344,0.785,0.456,0,"19","SDK1"
"PELI21",0,1.09482762463314,0.854,0.455,0,"19","PELI2"
"ANTXR11",0,1.08347196194477,0.705,0.304,0,"19","ANTXR1"
"SEMA5B1",0,1.07862437843259,0.752,0.196,0,"19","SEMA5B"
"HMGCR3",0,1.07525897212931,0.864,0.45,0,"19","HMGCR"
"DOK51",0,1.0646914017515,0.736,0.216,0,"19","DOK5"
"CAMK1D1",0,1.0448104119902,0.719,0.268,0,"19","CAMK1D"
"AL110292.11",0,1.04044374438394,0.686,0.317,0,"19","AL110292.1"
"MAGI31",0,1.03679187338903,0.779,0.402,0,"19","MAGI3"
"PGM2L1",0,1.03234561597656,0.785,0.262,0,"19","PGM2L1"
"ZNF5161",0,1.02337382542928,0.744,0.358,0,"19","ZNF516"
"TENM42",0,1.01039549749186,0.791,0.401,0,"19","TENM4"
"CTNND26",0,1.00923688691621,0.965,0.71,0,"19","CTNND2"
"MAP3K11",0,1.00732867389617,0.727,0.303,0,"19","MAP3K1"
"AC124854.11",0,0.995434460201594,0.776,0.208,0,"19","AC124854.1"
"ACAT21",0,0.949244190608767,0.824,0.365,0,"19","ACAT2"
"ITGA91",0,0.943539934370304,0.76,0.287,0,"19","ITGA9"
"SMAD31",0,0.93567453272512,0.72,0.234,0,"19","SMAD3"
"VAT1L2",0,0.933306854474527,0.73,0.258,0,"19","VAT1L"
"SLC2A32",0,0.925043289363993,0.791,0.347,0,"19","SLC2A3"
"SLIT11",0,0.914703646301631,0.76,0.276,0,"19","SLIT1"
"P4HA13",0,0.907420437384426,0.918,0.568,0,"19","P4HA1"
"TMEM1961",0,0.90573748580751,0.671,0.123,0,"19","TMEM196"
"AC073050.11",0,0.888395321603484,0.758,0.394,0,"19","AC073050.1"
"CDC14A1",0,0.874917420848672,0.723,0.358,0,"19","CDC14A"
"NSG21",0,0.871143771594966,0.664,0.187,0,"19","NSG2"
"MYRFL1",0,0.846065099673554,0.748,0.343,0,"19","MYRFL"
"LRCH12",0,0.842066849861707,0.689,0.258,0,"19","LRCH1"
"ARHGEF261",0,0.831719445905188,0.682,0.283,0,"19","ARHGEF26"
"AC009975.11",0,0.830068069901732,0.707,0.327,0,"19","AC009975.1"
"AFAP1L21",0,0.81268619407052,0.666,0.213,0,"19","AFAP1L2"
"HSPB13",0,0.790461205750693,0.9,0.574,0,"19","HSPB1"
"COL27A11",0,0.787478309267139,0.771,0.206,0,"19","COL27A1"
"MYT1L1",0,0.785024134049156,0.775,0.255,0,"19","MYT1L"
"SMAP21",0,0.752347943318458,0.769,0.306,0,"19","SMAP2"
"RBMS31",0,0.740403628776064,0.739,0.231,0,"19","RBMS3"
"SLC16A101",0,0.738119241852147,0.631,0.185,0,"19","SLC16A10"
"ARHGAP241",0,0.732268743249424,0.769,0.41,0,"19","ARHGAP24"
