gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	.	Dendritic cells	Homeostatic microglia	Inflamed microglia	Nonreactive astrocyte	Reactive astrocyte	T cells
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC01F03407E	0.0	0.0	0.0	0.0	0.013	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC0691F9972	0.0	0.0	0.0	0.0	0.013	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC0C490E1E3	0.0	0.0	0.0	0.0	0.013	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC044BE88F3	0.0	0.0	0.0	0.0	0.013	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CS0F5400CAB	0.0	0.0	0.0	0.0	0.013	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CS0C8D4C311	0.0	0.0	0.0	0.0	0.013	0.0	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC084F2F909	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC09CB65280	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC0D219300A	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC0FC303C28	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC0F1627ADB	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC0DB190C9F	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC0E1DC145D	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC0B30BF932	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC0CF07CE75	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC0427318F8	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC09B5F8EE8	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC03FAB2BEC	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC0A1BF06AA	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC0F3D86C12	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC0633FFCDF	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CS03CCCE0E4	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CS0AD67AADC	0.0	0.0	0.015	0.04	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC040E1CB81	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0EBFB2C75	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC06EC43D04	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0A9F2B815	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0C8E212BA	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0B543FE10	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0BBE3CD40	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC06E90EA10	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0D95ADE5E	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC03E84DB89	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC07AB490D5	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC08C811E99	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC02B7B46B4	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0499B189D	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0B44266F6	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CS02CC3D29A	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CS0DC38225F	0.0	0.0	0.016	0.0	0.009	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC0745A35A3	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC0C2E70CBB	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC0AF60227C	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC02E73DA0A	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC062D45603	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC022E6D33E	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC0686F2301	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC0EC6D944A	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC08EAC793C	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC0C7F2D78A	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC0837D29EF	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC0118BC48C	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC0D5D66D2A	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC0AE905F96	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CC0C60D1255	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CS0117267C4	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD1_and_SLC6A8	CPI-CS0F9A0EE4B	0.0	0.0	0.015	0.025	0.035	0.035	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC034DBCCAA	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0636430F1	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0AACB52FE	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC07E25FAAB	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0B3954C4C	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC008286DB5	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC008218017	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0812ABA9D	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC021A75EEC	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC031709092	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC049DDFB08	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0988B4ED4	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0C828C48C	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC04866F97E	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC03BD8B0FD	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CS0C6A5253D	0.0	0.0	0.016	0.0	0.017	0.013	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CS0BADCE0DB	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC01AA4737A	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC0A6DF8598	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC064B6546B	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC0CEAE4723	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC0D305B6F0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC0C0A06CAB	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC0C42ED11C	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC0FC8B8F33	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC0834E1EE0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC036D6461D	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC0288E0E07	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC0FC8EDABD	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC0F7B2C0F5	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC0CF92A420	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CC07E7A99CD	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CS0F3055E82	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC32A1	CPI-CS0AA35FDCE	0.0	0.0	0.0	0.0	0.003	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC0E4B8C2BF	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC054F99916	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC06DEE0068	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC07B2A8F94	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC0F9677E09	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC0ABE75ACB	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC06BF5466A	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC0AA8F504E	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC04BB993B9	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC073FFE73B	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC01BA75A57	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC0BB7854C1	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC03B837479	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC0E77F4A65	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CC02E57A771	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CS0E648EBFA	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A1	CPI-CS0B096A78D	0.0	0.0	0.016	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC0A1D566DB	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC0F5008BAB	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC02B240431	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC0764C7CA4	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC0F4246F84	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC021A8B694	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC094659232	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC09303A878	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC0243EEFCB	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC0C3955731	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC081DAF6DB	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC0B937E4A6	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC0698C7301	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC057E3B3F1	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CC0DB01DFB5	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CS0E6EE9A46	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A11	CPI-CS02F1A072B	0.0	0.0	0.012	0.0	0.017	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC041FEA7F2	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC01CF023BD	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC00BD90A96	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC00781FE0E	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC0BF1579B9	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC077882DE5	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC096B586FA	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC05EE6BFB1	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC042435C9C	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC0DD56DB44	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC024289D1D	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC02D4ED796	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC058E241E7	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC0D98EBADE	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CC0DC13137F	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CS0B3E748FB	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A12	CPI-CS04A744DD8	0.0	0.0	0.009	0.0	0.008	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC0864376DD	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC06947BC3A	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC0132A1421	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC0BE3C16E3	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC08E655BE6	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC082B8E250	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC061828A28	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC0A3EC9A9E	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC060FBD218	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC0FC4FC314	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC07B7FCAD0	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC01F03407E	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC0691F9972	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC0C490E1E3	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC044BE88F3	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CS0F5400CAB	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CS0C8D4C311	0.0	0.0	0.0	0.0	0.013	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC040E1CB81	0.0	0.0	0.016	0.0	0.009	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0EBFB2C75	0.0	0.0	0.016	0.0	0.009	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC06EC43D04	0.0	0.0	0.016	0.0	0.009	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0A9F2B815	0.0	0.0	0.016	0.0	0.009	0.013	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0C8E212BA	0.0	0.0	0.016	0.0	0.009	0.013	0.0
