gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	.	Dendritic cells	Homeostatic microglia	Inflamed microglia	Nonreactive astrocyte	Reactive astrocyte	T cells
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS09B8977D7	0.174	0.0	0.205	0.126	0.029	0.116	0.379
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS0259A0EB4	0.174	0.0	0.205	0.126	0.029	0.116	0.379
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS099F73A95	0.0	0.0	0.019	0.0	0.087	0.067	0.0
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS0D89E7C19	0.0	0.0	0.019	0.0	0.087	0.067	0.0
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS0412B081A	0.0	0.0	0.019	0.0	0.087	0.067	0.0
SRD5A3	Q9H8P0	True	PORED_HUMAN	Dihydrotestosterone_bySRD5A3	CPI-CS039E9FE7F	0.0	0.0	0.01	0.0	0.019	0.0	0.0
SRD5A1	P18405	True	S5A1_HUMAN	Dihydrotestosterone_bySRD5A1	CPI-CS0EC7F7C75	0.0	0.0	0.052	0.049	0.017	0.0	0.121
SRD5A2	P31213	True	S5A2_HUMAN	Dihydrotestosterone_bySRD5A2	CPI-CS0D228AF4D	0.0	0.0	0.004	0.0	0.0	0.0	0.0
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS0FF565F1C	0.0	0.0	0.0	0.0	0.001	0.0	0.0
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS04A65DD62	0.0	0.0	0.0	0.0	0.001	0.0	0.0
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS0006C277B	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CYP21A2	P08686	True	CP21A_HUMAN	Desoxycorticosterone_byCYP21A2	CPI-CS012A5546C	0.0	0.0	0.0	0.0	0.014	0.03	0.0
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS086D3E39F	0.0	0.0	0.004	0.011	0.031	0.028	0.0
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS0DC57DE37	0.0	0.0	0.004	0.011	0.031	0.028	0.0
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS06C6527F4	0.0	0.0	0.004	0.011	0.031	0.028	0.0
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS0BEF10547	0.0	0.0	0.004	0.011	0.031	0.028	0.0
PTGR1	Q14914	True	PTGR1_HUMAN	12oxoLeukotrieneB4_byPTGR1	CPI-CS0A5B6BD7A	0.0	0.0	0.066	0.051	0.039	0.017	0.0
CYP11A1	P05108	True	CP11A_HUMAN	22Hydroxycholesterol_byCYP11A1	CPI-CS08D535BCF	0.0	0.0	0.0	0.0	0.012	0.0	0.0
CYP3A4	P08684	True	CP3A4_HUMAN	22Hydroxycholesterol_byCYP3A4	CPI-CS01C347639	0.0	0.0	0.0	0.0	0.001	0.0	0.0
DAGLA	Q9Y4D2	True	DGLA_HUMAN	2arachidonoylglycerol_byDAGLA	CPI-CS03629A52A	0.0	0.0	0.015	0.0	0.041	0.017	0.0
DAGLA	Q9Y4D2	True	DGLA_HUMAN	2arachidonoylglycerol_byDAGLA	CPI-CS0C6F86DF5	0.0	0.0	0.015	0.0	0.041	0.017	0.0
DAGLA	Q9Y4D2	True	DGLA_HUMAN	2arachidonoylglycerol_byDAGLA	CPI-CS045C37E64	0.0	0.0	0.015	0.0	0.041	0.017	0.0
DAGLB	Q8NCG7	True	DGLB_HUMAN	2arachidonoylglycerol_byDAGLB	CPI-CS007D418BE	0.946	1.584	0.341	0.125	0.019	0.015	0.112
DAGLB	Q8NCG7	True	DGLB_HUMAN	2arachidonoylglycerol_byDAGLB	CPI-CS030959ED1	0.946	1.584	0.341	0.125	0.019	0.015	0.112
DAGLB	Q8NCG7	True	DGLB_HUMAN	2arachidonoylglycerol_byDAGLB	CPI-CS01F7D06F1	0.946	1.584	0.341	0.125	0.019	0.015	0.112
DHRS9	Q9BPW9	True	DHRS9_HUMAN	5alphaDihydroprogesterone_byDHRS9	CPI-CS072C12EF4	0.0	0.0	0.145	0.088	0.001	0.0	0.0
ALOX5	P09917	True	LOX5_HUMAN	5SHpETE_byALOX5	CPI-CS016CDFE07	0.0	0.0	0.088	0.115	0.004	0.0	0.0
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	0.0	0.0	0.088	0.115	0.004	0.0	0.0
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	0.0	0.0	0.088	0.115	0.004	0.0	0.0
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	0.0	0.0	0.088	0.115	0.004	0.0	0.0
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	0.0	0.0	0.088	0.115	0.004	0.0	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	5SHpETE_byALOX5	CPI-CS016CDFE07	0.0	0.0	0.088	0.115	0.004	0.0	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	0.0	0.0	0.088	0.115	0.004	0.0	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	0.0	0.0	0.088	0.115	0.004	0.0	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	0.0	0.0	0.088	0.115	0.004	0.0	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	0.0	0.0	0.088	0.115	0.004	0.0	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LTC4_byLTC4S	CPI-CS0215886EA	0.0	0.0	0.088	0.115	0.004	0.013	0.0
ALOX5AP	P20292	True	AL5AP_HUMAN	5SHpETE_byALOX5	CPI-CS016CDFE07	0.0	0.0	0.088	0.115	0.004	0.0	0.0
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	0.0	0.0	0.088	0.115	0.004	0.0	0.0
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	0.0	0.0	0.088	0.115	0.004	0.0	0.0
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	0.0	0.0	0.088	0.115	0.004	0.0	0.0
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	0.0	0.0	0.088	0.115	0.004	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC0F3C5EBCC	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC034FE836A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC079435E2F	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC05C1C7836	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS0C5C5E217	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS07EEAD824	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS09DCE99A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS088613CD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS08ED696DC	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC10A4	CPI-CC0C914AC2E	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC10A4	CPI-CS073E185C7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC10A4	CPI-CS0F7CB92EE	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC10A4	CPI-CS08DC5A72D	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC10A4	CPI-CS0447FDDB5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC10A4	CPI-CC0C3BFBB3E	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0AFC21177	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC028D7588F	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0AFC21177	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC028D7588F	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	0.0	0.0	0.0	0.0	0.019	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	0.0	0.0	0.0	0.0	0.019	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	0.0	0.0	0.0	0.0	0.019	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	0.0	0.0	0.0	0.0	0.019	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	0.0	0.0	0.0	0.0	0.019	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	0.0	0.0	0.0	0.0	0.019	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	0.0	0.0	0.0	0.0	0.003	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	0.0	0.0	0.0	0.0	0.019	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	0.0	0.0	0.0	0.0	0.019	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	0.0	0.0	0.0	0.0	0.019	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	0.0	0.0	0.0	0.0	0.019	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	0.0	0.0	0.0	0.0	0.019	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	0.0	0.0	0.0	0.0	0.019	0.0	0.0
HSD17B6	O14756	True	H17B6_HUMAN	Androsterone_byHSD17B6	CPI-CS019C00E02	0.0	0.0	0.0	0.0	0.047	0.113	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0010C54C6	0.0	0.0	0.013	0.041	0.384	0.188	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC048F01E8D	0.0	0.0	0.013	0.041	0.384	0.188	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC06F5021B7	0.0	0.0	0.013	0.041	0.384	0.188	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC036F9AC3C	0.0	0.0	0.013	0.041	0.384	0.188	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC065AB1F5E	0.0	0.0	0.013	0.041	0.384	0.188	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC01AF691C1	0.0	0.0	0.013	0.041	0.384	0.188	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A31C8D8B	0.0	0.0	0.013	0.041	0.384	0.188	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A06D2C2D	0.0	0.0	0.013	0.041	0.384	0.188	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0E829C954	0.0	0.0	0.013	0.041	0.384	0.188	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CS08EE9E5CE	0.0	0.0	0.013	0.041	0.384	0.188	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0C61DFEC5	0.0	0.0	0.061	0.014	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC03C7C010D	0.0	0.0	0.061	0.014	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC021B19C0E	0.0	0.0	0.061	0.014	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC061CCD0A0	0.0	0.0	0.061	0.014	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC066507DFB	0.0	0.0	0.061	0.014	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC000118AA2	0.0	0.0	0.061	0.014	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0B7C148C8	0.0	0.0	0.061	0.014	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0974AE49B	0.0	0.0	0.061	0.014	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC071BF7D12	0.0	0.0	0.061	0.014	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CS033058D2B	0.0	0.0	0.061	0.014	0.011	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC03F7FB36A	0.0	0.0	0.0	0.023	0.001	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0564402E8	0.0	0.0	0.0	0.023	0.001	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC039D8C2A7	0.0	0.0	0.0	0.023	0.001	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0D32DC80C	0.0	0.0	0.0	0.023	0.001	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0BD81688E	0.0	0.0	0.0	0.023	0.001	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0BEBB9C26	0.0	0.0	0.0	0.023	0.001	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC07CAD6A4A	0.0	0.0	0.0	0.023	0.001	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC09B046394	0.0	0.0	0.0	0.023	0.001	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC00B974CC4	0.0	0.0	0.0	0.023	0.001	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CS0C61C245A	0.0	0.0	0.0	0.023	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.0	0.0	0.005	0.026	0.32	0.304	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.0	0.0	0.005	0.026	0.32	0.304	0.0
CYP27B1	O15528	True	CP27B_HUMAN	Calcitriol_byCYP27B1	CPI-CS01DAEDE79	0.0	0.0	0.0	0.0	0.0	0.015	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS06A0713BD	0.0	0.0	0.008	0.012	0.007	0.0	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS0CDFC0C7D	0.0	0.0	0.008	0.012	0.007	0.0	0.0
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS0D81115C8	0.0	0.0	0.024	0.027	0.061	0.168	0.0
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS03D61E885	0.0	0.0	0.024	0.027	0.061	0.168	0.0
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0406B0B69	0.0	0.0	0.359	0.283	0.124	0.028	0.0
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0F51152EA	0.0	0.0	0.359	0.283	0.124	0.028	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS05F96EA59	0.0	0.0	0.0	0.0	0.016	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D33FF37B	0.0	0.0	0.0	0.0	0.016	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0A5499A2C	0.0	0.0	0.0	0.0	0.016	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0AB9AD0C3	0.0	0.0	0.0	0.0	0.016	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS07947C107	0.0	0.0	0.0	0.0	0.016	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D4E32D9D	0.0	0.0	0.0	0.0	0.016	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS043102EAA	0.0	0.0	0.0	0.0	0.016	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09918B680	0.0	0.0	0.0	0.0	0.016	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0E8345356	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS090BF1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0DA514FAE	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS09EDD1969	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0B66F51DF	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS07E858C0F	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS01A3364DC	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS05E2B5099	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS06FE13C35	0.0	0.0	0.0	0.0	0.001	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS04C3CEB1B	0.0	0.0	0.0	0.0	0.001	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0C22FCA29	0.0	0.0	0.0	0.0	0.001	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS00979A178	0.0	0.0	0.0	0.0	0.001	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0CCD9D09E	0.0	0.0	0.0	0.0	0.001	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0E52EA029	0.0	0.0	0.0	0.0	0.001	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS08E4B4F26	0.0	0.0	0.0	0.0	0.001	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS09B74556F	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS029C8858F	0.0	0.0	0.034	0.012	0.0	0.0	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0B87D36A1	0.0	0.0	0.034	0.012	0.0	0.0	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0DAC88EFA	0.0	0.0	0.034	0.012	0.0	0.0	0.0
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0168A25C9	0.0	0.0	0.0	0.026	0.015	0.018	0.0
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0A04F7238	0.0	0.0	0.0	0.026	0.015	0.018	0.0
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0B08AEA2D	0.0	0.0	0.0	0.026	0.015	0.018	0.0
EBI3	Q14213	True	IL27B_HUMAN	IL27	CPI-CC0B5110FC9	0.0	0.0	0.004	0.05	0.0	0.0	0.0
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0D8A77C69	0.0	0.0	0.0	0.0	0.001	0.0	0.0
IL27	Q8NEV9	True	IL27A_HUMAN	IL27	CPI-CC0B5110FC9	0.0	0.0	0.004	0.05	0.0	0.0	0.0
IL12A	P29459	True	IL12A_HUMAN	IL35	CPI-CC0D8A77C69	0.0	0.0	0.0	0.0	0.001	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	0.0	0.0	0.144	0.212	0.071	0.354	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-CS0F34D034A	0.0	0.0	0.144	0.212	0.071	0.354	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	0.0	0.0	0.144	0.212	0.071	0.354	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-CS0F34D034A	0.0	0.0	0.144	0.212	0.071	0.354	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	0.0	0.0	0.0	0.0	0.001	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS079C9111D	0.0	0.0	0.0	0.0	0.001	0.0	0.0
